Chr,Start,End
2,132723955,132823954
2,132823955,132923954
2,132923955,133023954
2,133023955,133123954
2,133123955,133223954
2,133223955,133323954
2,133323955,133423954
2,133423955,133523954
2,133523955,133623954
2,133623955,133708232
2,133708234,133808233
2,133808234,133908233
2,133908234,134008233
2,134008234,134108233
2,134108234,134208233
2,134208234,134308233
2,134308234,134408233
2,134408234,134508233
2,134508234,134608233
2,134608234,134708233
2,134708234,134808233
2,134808234,134908233
2,134908234,135008233
2,135008234,135108233
2,135108234,135208233
2,135208234,135297999
2,135298001,135398000
2,135398001,135418345
2,135418347,135518346
2,135518347,135618346
2,135618347,135718346
2,135718347,135818346
2,135818347,135918346
2,135918347,136018346
2,136018347,136118346
2,136118347,136218346
2,136218347,136318346
2,136318347,136418346
2,136418347,136518346
2,136518347,136618346
2,136618347,136718346
2,136718347,136818346
2,136818347,136918346
2,136918347,137018346
2,137018347,137118346
2,137118347,137218346
2,137218347,137318346
2,137318347,137386457
2,137386459,137486458
2,137486459,137586458
2,137586459,137686458
2,137686459,137786458
2,137786459,137886458
2,137886459,137957153
2,137957155,138057154
2,138057155,138157154
2,138157155,138257154
2,138257155,138357154
2,138357155,138457154
2,138457155,138557154
2,138557155,138657154
2,138657155,138757154
2,138757155,138857154
2,138857155,138957154
2,138957155,139057154
2,139057155,139157154
2,139157155,139257154
2,139257155,139357154
2,139357155,139457154
2,139457155,139557154
2,139557155,139657154
2,139657155,139755000
2,139755002,139855001
2,139855002,139955001
2,139955002,140055001
2,140055002,140155001
2,140155002,140255001
2,140255002,140355001
2,140355002,140455001
2,140455002,140538133
2,140538135,140638134
2,140638135,140738134
2,140738135,140838134
2,140838135,140938134
2,140938135,141038134
2,141038135,141138134
2,141138135,141209730
2,141209732,141309731
2,141309732,141409731
2,141409732,141509731
2,141509732,141609731
2,141609732,141709731
2,141709732,141809731
2,141809732,141909731
2,141909732,142009731
2,142009732,142109731
2,142109732,142147375
2,142147377,142247376
2,142247377,142347376
2,142347377,142447376
2,142447377,142547376
2,142547377,142647376
2,142647377,142747376
2,142747377,142847376
2,142847377,142947376
2,142947377,143047376
2,143047377,143053664
2,143053666,143153665
2,143153666,143253665
2,143253666,143353665
2,143353666,143453665
2,143453666,143553665
2,143553666,143653665
2,143653666,143753665
2,143753666,143853665
2,143853666,143953665
2,143953666,144053665
2,144053666,144111624
2,144111626,144211625
2,144211626,144311625
2,144311626,144411625
2,144411626,144511625
2,144511626,144611625
2,144611626,144711625
2,144711626,144811625
2,144811626,144911625
2,144911626,145011625
2,145011626,145111625
2,145111626,145201140
2,145201142,145301141
2,145301142,145401141
2,145401142,145501141
2,145501142,145601141
2,145601142,145701141
2,145701142,145801141
2,145801142,145901141
2,145901142,146001141
2,146001142,146101141
2,146101142,146118271
2,146118273,146218272
2,146218273,146318272
2,146318273,146343371
2,146343373,146443372
2,146443373,146543372
2,146543373,146643372
2,146643373,146740573
2,146740575,146840574
2,146840575,146855562
2,146855564,146955563
2,146955564,147055563
2,147055564,147155563
2,147155564,147255563
2,147255564,147355563
2,147355564,147455563
2,147455564,147555563
2,147555564,147655563
2,147655564,147755563
2,147755564,147855563
2,147855564,147955563
2,147955564,148055563
2,148055564,148155563
2,148155564,148255563
2,148255564,148340847
2,148340849,148440848
2,148440849,148540848
2,148540849,148640848
2,148640849,148740848
2,148740849,148840848
2,148840849,148940848
2,148940849,149040848
2,149040849,149140848
2,149140849,149240848
2,149240849,149340848
2,149340849,149440848
2,149440849,149540848
2,149540849,149640848
2,149640849,149740848
2,149740849,149840848
2,149840849,149940848
2,149940849,150040848
2,150040849,150140848
2,150140849,150240848
2,150240849,150340848
2,150340849,150440848
2,150440849,150540848
2,150540849,150640848
2,150640849,150740848
2,150740849,150840848
2,150840849,150940848
2,150940849,151040848
2,151040849,151140848
2,151140849,151167015
2,151167017,151238750
2,151238752,151338751
2,151338752,151438751
2,151438752,151538751
2,151538752,151638751
2,151638752,151738751
2,151738752,151813226
2,151813228,151913227
2,151913228,152013227
2,152013228,152113227
2,152113228,152213227
2,152213228,152313227
2,152313228,152413227
2,152413228,152513227
2,152513228,152613227
2,152613228,152713227
2,152713228,152813227
2,152813228,152913227
2,152913228,153013227
2,153013228,153113227
2,153113228,153213227
2,153213228,153259633
2,153259635,153359634
2,153359635,153459634
2,153459635,153559634
2,153559635,153659634
2,153659635,153759634
2,153759635,153859634
2,153859635,153959634
2,153959635,154059634
2,154059635,154159634
2,154159635,154259634
2,154259635,154359634
2,154359635,154459634
2,154459635,154559634
2,154559635,154659634
2,154659635,154745577
2,154745579,154845578
2,154845579,154945578
2,154945579,155045578
2,155045579,155145578
2,155145579,155245578
2,155245579,155345578
2,155345579,155445578
2,155445579,155545578
2,155545579,155645578
2,155645579,155745578
2,155745579,155845578
2,155845579,155945578
2,155945579,156045578
2,156045579,156145578
2,156145579,156245578
2,156245579,156345578
2,156345579,156445578
2,156445579,156545578
2,156545579,156645578
2,156645579,156745578
2,156745579,156845578
2,156845579,156945578
2,156945579,157045578
2,157045579,157145578
2,157145579,157190201
2,157190203,157290202
2,157290203,157390202
2,157390203,157490202
2,157490203,157590202
2,157590203,157690202
2,157690203,157790202
2,157790203,157890202
2,157890203,157990202
2,157990203,158090202
2,158090203,158190202
2,158190203,158194096
2,158194098,158294097
2,158294098,158394097
2,158394098,158467168
2,158467170,158567169
2,158567170,158641044
2,158641046,158741045
2,158741046,158841045
2,158841046,158941045
2,158941046,159041045
2,159041046,159141045
2,159141046,159241045
2,159241046,159317654
2,159317656,159404598
2,159404600,159504599
2,159504600,159546227
2,159546229,159646228
2,159646229,159746228
2,159746229,159846228
2,159846229,159946228
2,159946229,159988601
2,159988603,160088602
2,160088603,160188602
2,160188603,160288602
2,160288603,160388602
2,160388603,160488602
2,160488603,160588602
2,160588603,160688602
2,160688603,160788602
2,160788603,160888602
2,160888603,160988602
2,160988603,161088602
2,161088603,161188602
2,161188603,161288602
2,161288603,161388602
2,161388603,161488602
2,161488603,161532593
2,161532595,161632594
2,161632595,161732594
2,161732595,161832594
2,161832595,161932594
2,161932595,162032594
2,162032595,162132594
2,162132595,162232594
2,162232595,162332594
2,162332595,162432594
2,162432595,162532594
2,162532595,162632594
2,162632595,162732594
2,162732595,162832594
2,162832595,162932594
2,162932595,163032594
2,163032595,163132594
2,163132595,163232594
2,163232595,163332594
2,163332595,163432594
2,163432595,163532594
2,163532595,163632594
2,163632595,163732594
2,163732595,163832594
2,163832595,163932594
2,163932595,164032594
2,164032595,164132594
2,164132595,164232594
2,164232595,164260047
2,164260049,164360048
2,164360049,164460048
2,164460049,164560048
2,164560049,164660048
2,164660049,164760048
2,164760049,164860048
2,164860049,164960048
2,164960049,165060048
2,165060049,165160048
2,165160049,165260048
2,165260049,165335276
2,165335278,165404468
2,165404470,165504469
2,165504470,165604469
2,165604470,165704469
2,165704470,165804469
2,165804470,165904469
2,165904470,166004469
2,166004470,166092701
2,166092703,166192702
2,166192703,166292702
2,166292703,166374755
2,166374757,166474756
2,166474757,166574756
2,166574757,166674756
2,166674757,166774756
2,166774757,166874756
2,166874757,166974756
2,166974757,167074756
2,167074757,167174756
2,167174757,167274756
2,167274757,167374756
2,167374757,167474756
2,167474757,167574756
2,167574757,167674756
2,167674757,167774756
2,167774757,167874756
2,167874757,167974756
2,167974757,168074756
2,168074757,168141807
2,168141809,168241808
2,168241809,168341808
2,168341809,168441808
2,168441809,168541808
2,168541809,168641808
2,168641809,168741808
2,168741809,168841808
2,168841809,168941808
2,168941809,169041808
2,169041809,169141808
2,169141809,169241808
2,169241809,169341808
2,169341809,169441808
2,169441809,169541808
2,169541809,169641808
2,169641809,169701849
2,169701851,169801850
2,169801851,169901850
2,169901851,170001850
2,170001851,170101850
2,170101851,170201850
2,170201851,170301850
2,170301851,170401850
2,170401851,170501850
2,170501851,170601850
2,170601851,170701850
2,170701851,170801850
2,170801851,170901850
2,170901851,171001850
2,171001851,171101850
2,171101851,171201850
2,171201851,171301850
2,171301851,171401850
2,171401851,171501850
2,171501851,171601850
2,171601851,171701850
2,171701851,171801850
2,171801851,171901850
2,171901851,172001850
2,172001851,172101850
2,172101851,172201850
2,172201851,172301850
2,172301851,172401850
2,172401851,172501850
2,172501851,172601850
2,172601851,172701850
2,172701851,172801850
2,172801851,172901850
2,172901851,173001850
2,173001851,173101850
2,173101851,173201850
2,173201851,173301850
2,173301851,173401850
2,173401851,173501850
2,173501851,173601850
2,173601851,173701850
2,173701851,173801850
2,173801851,173815720
2,173815722,173915721
2,173915722,174015721
2,174015722,174115721
2,174115722,174175760
2,174175762,174275761
2,174275762,174375761
2,174375762,174475761
2,174475762,174575761
2,174575762,174675761
2,174675762,174775761
2,174775762,174875761
2,174875762,174975761
2,174975762,175075761
2,175075762,175175761
2,175175762,175275761
2,175275762,175365637
2,175365639,175465638
2,175465639,175565638
2,175565639,175665638
2,175665639,175765638
2,175765639,175865638
2,175865639,175965638
2,175965639,176065638
2,176065639,176165638
2,176165639,176265638
2,176265639,176365638
2,176365639,176465638
2,176465639,176565638
2,176565639,176665638
2,176665639,176765638
2,176765639,176865638
2,176865639,176965638
2,176965639,177065638
2,177065639,177165638
2,177165639,177265638
2,177265639,177365638
2,177365639,177465638
2,177465639,177565638
2,177565639,177665638
2,177665639,177765638
2,177765639,177852753
2,177852755,177952754
2,177952755,178052754
2,178052755,178152754
2,178152755,178252754
2,178252755,178352754
2,178352755,178452754
2,178452755,178552754
2,178552755,178652754
2,178652755,178752754
2,178752755,178852754
2,178852755,178952754
2,178952755,179052754
2,179052755,179152754
2,179152755,179252754
2,179252755,179352754
2,179352755,179452754
2,179452755,179552754
2,179552755,179652754
2,179652755,179752754
2,179752755,179852754
2,179852755,179952754
2,179952755,180052754
2,180052755,180152754
2,180152755,180252754
2,180252755,180352754
2,180352755,180452754
2,180452755,180552754
2,180552755,180652754
2,180652755,180752754
2,180752755,180852754
2,180852755,180952754
2,180952755,181052754
2,181052755,181152754
2,181152755,181252754
2,181252755,181352754
2,181352755,181452754
2,181452755,181552754
2,181552755,181652754
2,181652755,181752754
2,181752755,181852754
2,181852755,181918872
2,181918874,182018873
2,182018874,182118873
2,182118874,182218873
2,182218874,182318873
2,182318874,182418873
2,182418874,182518873
2,182518874,182618873
2,182618874,182718873
2,182718874,182818873
2,182818874,182918873
2,182918874,183018873
2,183018874,183118873
2,183118874,183218873
2,183218874,183318873
2,183318874,183418873
2,183418874,183518873
2,183518874,183618873
2,183618874,183718873
2,183718874,183818873
2,183818874,183918873
2,183918874,184018873
2,184018874,184118873
2,184118874,184218873
2,184218874,184318873
2,184318874,184418873
2,184418874,184518873
2,184518874,184618873
2,184618874,184718873
2,184718874,184818873
2,184818874,184841607
2,184841609,184941608
2,184941609,185041608
2,185041609,185141608
2,185141609,185241608
2,185241609,185341608
2,185341609,185344137
2,185344139,185444138
2,185444139,185544138
2,185544139,185644138
2,185644139,185744138
2,185744139,185844138
2,185844139,185944138
2,185944139,186044138
2,186044139,186144138
2,186144139,186244138
2,186244139,186344138
2,186344139,186444138
2,186444139,186544138
2,186544139,186644138
2,186644139,186744138
2,186744139,186844138
2,186844139,186944138
2,186944139,187044138
2,187044139,187144138
2,187144139,187244138
2,187244139,187344138
2,187344139,187444138
2,187444139,187544138
2,187544139,187644138
2,187644139,187744138
2,187744139,187844138
2,187844139,187944138
2,187944139,188044138
2,188044139,188144138
2,188144139,188244138
2,188244139,188344138
2,188344139,188444138
2,188444139,188544138
2,188544139,188644138
2,188644139,188744138
2,188744139,188844138
2,188844139,188944138
2,188944139,189044138
2,189044139,189144138
2,189144139,189244138
2,189244139,189344138
2,189344139,189444138
2,189444139,189544138
2,189544139,189644138
2,189644139,189744138
2,189744139,189844138
2,189844139,189848342
2,189848344,189948343
2,189948344,190048343
2,190048344,190148343
2,190148344,190248343
2,190248344,190348343
2,190348344,190448343
2,190448344,190548343
2,190548344,190648343
2,190648344,190748343
2,190748344,190848343
2,190848344,190948343
2,190948344,191048343
2,191048344,191148343
2,191148344,191248343
2,191248344,191348343
2,191348344,191448343
2,191448344,191548343
2,191548344,191648343
2,191648344,191748343
2,191748344,191848343
2,191848344,191948343
2,191948344,191968526
2,191968528,192068527
2,192068528,192168527
2,192168528,192268527
2,192268528,192368527
2,192368528,192468527
2,192468528,192568527
2,192568528,192668527
2,192668528,192768527
2,192768528,192868527
2,192868528,192968527
2,192968528,193068527
2,193068528,193168527
2,193168528,193268527
2,193268528,193368527
2,193368528,193468527
2,193468528,193568527
2,193568528,193668527
2,193668528,193768527
2,193768528,193868527
2,193868528,193907069
2,193907071,194007070
2,194007071,194107070
2,194107071,194207070
2,194207071,194307070
2,194307071,194407070
2,194407071,194507070
2,194507071,194607070
2,194607071,194707070
2,194707071,194807070
2,194807071,194846921
2,194846923,194946922
2,194946923,195046922
2,195046923,195071894
2,195071896,195171895
2,195171896,195271895
2,195271896,195371895
2,195371896,195471895
2,195471896,195571895
2,195571896,195671895
2,195671896,195771895
2,195771896,195784523
2,195784525,195884524
2,195884525,195984524
2,195984525,196084524
2,196084525,196184524
2,196184525,196284524
2,196284525,196384524
2,196384525,196484524
2,196484525,196584524
2,196584525,196684524
2,196684525,196784524
2,196784525,196884524
2,196884525,196984524
2,196984525,197084524
2,197084525,197184524
2,197184525,197284524
2,197284525,197384524
2,197384525,197484524
2,197484525,197584524
2,197584525,197626950
2,197626952,197726951
2,197726952,197800294
2,197800296,197900295
2,197900296,197978490
2,197978492,198078491
2,198078492,198178491
2,198178492,198278491
2,198278492,198378491
2,198378492,198478491
2,198478492,198578491
2,198578492,198678491
2,198678492,198778491
2,198778492,198878491
2,198878492,198978491
2,198978492,199078491
2,199078492,199178491
2,199178492,199278491
2,199278492,199371219
2,199371221,199471220
2,199471221,199571220
2,199571221,199671220
2,199671221,199771220
2,199771221,199871220
2,199871221,199971220
2,199971221,200071220
2,200071221,200171220
2,200171221,200271220
2,200271221,200371220
2,200371221,200471220
2,200471221,200571220
2,200571221,200671220
2,200671221,200771220
2,200771221,200871220
2,200871221,200971220
2,200971221,201071220
2,201071221,201171220
2,201171221,201250966
2,201250968,201350967
2,201350968,201450967
2,201450968,201550967
2,201550968,201650967
2,201650968,201718371
2,201718373,201818372
2,201818373,201918372
2,201918373,202018372
2,202018373,202118372
2,202118373,202148327
2,202148329,202248328
2,202248329,202348328
2,202348329,202448328
2,202448329,202469907
2,202469909,202569908
2,202569909,202669908
2,202669909,202769908
2,202769909,202869908
2,202869909,202969908
2,202969909,203069908
2,203069909,203169908
2,203169909,203269908
2,203269909,203369908
2,203369909,203469908
2,203469909,203569908
2,203569909,203669908
2,203669909,203769908
2,203769909,203869908
2,203869909,203969908
2,203969909,204069908
2,204069909,204169908
2,204169909,204269908
2,204269909,204369908
2,204369909,204469908
2,204469909,204569908
2,204569909,204669908
2,204669909,204769908
2,204769909,204869908
2,204869909,204873950
2,204873952,204973951
2,204973952,205073951
2,205073952,205173951
2,205173952,205273951
2,205273952,205373951
2,205373952,205473951
2,205473952,205552256
2,205552258,205652257
2,205652258,205752257
2,205752258,205852257
2,205852258,205952257
2,205952258,206052257
2,206052258,206152257
2,206152258,206252257
2,206252258,206352257
2,206352258,206452257
2,206452258,206552257
2,206552258,206652257
2,206652258,206752257
2,206752258,206852257
2,206852258,206952257
2,206952258,207052257
2,207052258,207152257
2,207152258,207252257
2,207252258,207352257
2,207352258,207452257
2,207452258,207552257
2,207552258,207652257
2,207652258,207734419
2,207734421,207834420
2,207834421,207934420
2,207934421,208034420
2,208034421,208134420
2,208134421,208234420
2,208234421,208334420
2,208334421,208434420
2,208434421,208534420
2,208534421,208634420
2,208634421,208724153
2,208724155,208824154
2,208824155,208895986
2,208895988,208995987
2,208995988,209083731
2,209083733,209183732
2,209183733,209283732
2,209283733,209383732
2,209383733,209483732
2,209483733,209583732
2,209583733,209683732
2,209683733,209760067
2,209760069,209860068
2,209860069,209960068
2,209960069,210060068
2,210060069,210160068
2,210160069,210260068
2,210260069,210360068
2,210360069,210460068
2,210460069,210560068
2,210560069,210660068
2,210660069,210686327
2,210686329,210786328
2,210786329,210850204
2,210850206,210950205
2,210950206,211050205
2,211050206,211150205
2,211150206,211152755
2,211152757,211252756
2,211252757,211352756
2,211352757,211452756
2,211452757,211552756
2,211552757,211652756
2,211652757,211752756
2,211752757,211852756
2,211852757,211952756
2,211952757,212052756
2,212052757,212152756
2,212152757,212252756
2,212252757,212352756
2,212352757,212452756
2,212452757,212552756
2,212552757,212562928
2,212562930,212662929
2,212662930,212762929
2,212762930,212862929
2,212862930,212962929
2,212962930,212980925
2,212980927,213080926
2,213080927,213180926
2,213180927,213280926
2,213280927,213327193
2,213327195,213427194
2,213427195,213527194
2,213527195,213627194
2,213627195,213727194
2,213727195,213827194
2,213827195,213927194
2,213927195,214027194
2,214027195,214127194
2,214127195,214227194
2,214227195,214327194
2,214327195,214427194
2,214427195,214527194
2,214527195,214627194
2,214627195,214727194
2,214727195,214827194
2,214827195,214927194
2,214927195,215027194
2,215027195,215127194
2,215127195,215227194
2,215227195,215279220
2,215279222,215379221
2,215379222,215479221
2,215479222,215579221
2,215579222,215679221
2,215679222,215779221
2,215779222,215879221
2,215879222,215979221
2,215979222,216018351
2,216018353,216118352
2,216118353,216218352
2,216218353,216232007
2,216232009,216332008
2,216332009,216431305
2,216431307,216531306
2,216531307,216631306
2,216631307,216731306
2,216731307,216743229
2,216743231,216843230
2,216843231,216943230
2,216943231,217043230
2,217043231,217143230
2,217143231,217242791
2,217242793,217342792
2,217342793,217442792
2,217442793,217542792
2,217542793,217642792
2,217642793,217742792
2,217742793,217823192
2,217823194,217923193
2,217923194,218023193
2,218023194,218123193
2,218123194,218223193
2,218223194,218323193
2,218323194,218423193
2,218423194,218523193
2,218523194,218623193
2,218623194,218723193
2,218723194,218823193
2,218823194,218923193
2,218923194,219023193
2,219023194,219123193
2,219123194,219223193
2,219223194,219323193
2,219323194,219423193
2,219423194,219523193
2,219523194,219623193
2,219623194,219723193
2,219723194,219823193
2,219823194,219923193
2,219923194,220023193
2,220023194,220123193
2,220123194,220223193
2,220223194,220323193
2,220323194,220423193
2,220423194,220433649
2,220433651,220533650
2,220533651,220633650
2,220633651,220733650
2,220733651,220833650
2,220833651,220933650
2,220933651,221033650
2,221033651,221133650
2,221133651,221233650
2,221233651,221333650
2,221333651,221433650
2,221433651,221533650
2,221533651,221633650
2,221633651,221733650
2,221733651,221833650
2,221833651,221933650
2,221933651,222033650
2,222033651,222133650
2,222133651,222214936
2,222214938,222314937
2,222314938,222414937
2,222414938,222514937
2,222514938,222614937
2,222614938,222714937
2,222714938,222814937
2,222814938,222914937
2,222914938,223014937
2,223014938,223114937
2,223114938,223214937
2,223214938,223314937
2,223314938,223414937
2,223414938,223514937
2,223514938,223614937
2,223614938,223714937
2,223714938,223814937
2,223814938,223914937
2,223914938,224014937
2,224014938,224114937
2,224114938,224214937
2,224214938,224314093
2,224314095,224414094
2,224414095,224514094
2,224514095,224614094
2,224614095,224714094
2,224714095,224814094
2,224814095,224914094
2,224914095,225014094
2,225014095,225114094
2,225114095,225214094
2,225214095,225314094
2,225314095,225414094
2,225414095,225514094
2,225514095,225614094
2,225614095,225714094
2,225714095,225814094
2,225814095,225907532
2,225907534,226007533
2,226007534,226107533
2,226107534,226207533
2,226207534,226307533
2,226307534,226407533
2,226407534,226507533
2,226507534,226607533
2,226607534,226707533
2,226707534,226807533
2,226807534,226907533
2,226907534,226941716
2,226941718,227041717
2,227041718,227141717
2,227141718,227241717
2,227241718,227341717
2,227341718,227352141
2,227352143,227452142
2,227452143,227552142
2,227552143,227652142
2,227652143,227752142
2,227752143,227852142
2,227852143,227952142
2,227952143,228052142
2,228052143,228152142
2,228152143,228252142
2,228252143,228352142
2,228352143,228373380
2,228373382,228473381
2,228473382,228573381
2,228573382,228673381
2,228673382,228773381
2,228773382,228873381
2,228873382,228973381
2,228973382,229061064
2,229061066,229161065
2,229161066,229261065
2,229261066,229361065
2,229361066,229461065
2,229461066,229561065
2,229561066,229661065
2,229661066,229761065
2,229761066,229861065
2,229861066,229961065
2,229961066,229992501
2,229992503,230092502
2,230092503,230192502
2,230192503,230292502
2,230292503,230392502
2,230392503,230492502
2,230492503,230592502
2,230592503,230692502
2,230692503,230792502
2,230792503,230892502
2,230892503,230992502
2,230992503,231092502
2,231092503,231192502
2,231192503,231292502
2,231292503,231392502
2,231392503,231492502
2,231492503,231592502
2,231592503,231692502
2,231692503,231792502
2,231792503,231892502
2,231892503,231992502
2,231992503,232092502
2,232092503,232192502
2,232192503,232292502
2,232292503,232392502
2,232392503,232492502
2,232492503,232592502
2,232592503,232692502
2,232692503,232792502
2,232792503,232892502
2,232892503,232895239
2,232895241,232995240
2,232995241,233095240
2,233095241,233195240
2,233195241,233295240
2,233295241,233395240
2,233395241,233495240
2,233495241,233595240
2,233595241,233695240
2,233695241,233795240
2,233795241,233895240
2,233895241,233995240
2,233995241,234095240
2,234095241,234195240
2,234195241,234295240
2,234295241,234395240
2,234395241,234495240
2,234495241,234595240
2,234595241,234695240
2,234695241,234795240
2,234795241,234895240
2,234895241,234995240
2,234995241,235095240
2,235095241,235195240
2,235195241,235295240
2,235295241,235395240
2,235395241,235495240
2,235495241,235595240
2,235595241,235695240
2,235695241,235795240
2,235795241,235895240
2,235895241,235995240
2,235995241,236095240
2,236095241,236195240
2,236195241,236295240
2,236295241,236395240
2,236395241,236495240
2,236495241,236595240
2,236595241,236695240
2,236695241,236795240
2,236795241,236895240
2,236895241,236995240
2,236995241,237095240
2,237095241,237195240
2,237195241,237209254
2,237209256,237309255
2,237309256,237409255
2,237409256,237509255
2,237509256,237609255
2,237609256,237709255
2,237709256,237809255
2,237809256,237909255
2,237909256,238009255
2,238009256,238109255
2,238109256,238209255
2,238209256,238309255
2,238309256,238409255
2,238409256,238509255
2,238509256,238609255
2,238609256,238709255
2,238709256,238809255
2,238809256,238909255
2,238909256,239009255
2,239009256,239109255
2,239109256,239209255
2,239209256,239290167
2,239290169,239390168
2,239390169,239490168
2,239490169,239590168
2,239590169,239690168
2,239690169,239790168
2,239790169,239890168
2,239890169,239990168
2,239990169,240090168
2,240090169,240190168
2,240190169,240290168
2,240290169,240390168
2,240390169,240490168
2,240490169,240590168
2,240590169,240690168
2,240690169,240790168
2,240790169,240890168
2,240890169,240990168
2,240990169,241090168
2,241090169,241190168
2,241190169,241290168
2,241290169,241390168
2,241390169,241490168
2,241490169,241590168
2,241590169,241690168
2,241690169,241790168
2,241790169,241871401
2,241871403,241971402
2,241971403,242071402
2,242071403,242171402
2,242171403,242271402
2,242271403,242371402
2,242371403,242471402
2,242471403,242571402
2,242571403,242671402
2,242671403,242771402
2,242771403,242871402
2,242871403,242971402
2,242971403,243042080
2,243042082,243142081
2,243142082,243242081
2,243242082,243342081
2,243342082,243442081
2,243442082,243542081
2,243542082,243642081
2,243642082,243742081
2,243742082,243842081
2,243842082,243942081
2,243942082,244042081
2,244042082,244142081
2,244142082,244242081
2,244242082,244342081
2,244342082,244442081
2,244442082,244511256
2,244511258,244611257
2,244611258,244697277
2,244697279,244720699
2,244720701,244820700
2,244820701,244889732
2,244889734,244989733
2,244989734,245089733
2,245089734,245189733
2,245189734,245289733
2,245289734,245389733
2,245389734,245489733
2,245489734,245589733
2,245589734,245689733
2,245689734,245789733
2,245789734,245889733
2,245889734,245989733
2,245989734,246089733
2,246089734,246189733
2,246189734,246289733
2,246289734,246389733
2,246389734,246419296
2,246419298,246519297
2,246519298,246619297
2,246619298,246719297
2,246719298,246819297
2,246819298,246919297
2,246919298,247019297
2,247019298,247119297
2,247119298,247219297
2,247219298,247319297
2,247319298,247419297
2,247419298,247519297
2,247519298,247619297
2,247619298,247719297
2,247719298,247819297
2,247819298,247919297
2,247919298,248019297
2,248019298,248119297
2,248119298,248219297
2,248219298,248319297
2,248319298,248419297
2,248419298,248519297
2,248519298,248619297
2,248619298,248719297
2,248719298,248819297
2,248819298,248891732
2,248891734,248991733
2,248991734,249091733
2,249091734,249191733
2,249191734,249291733
2,249291734,249391733
2,249391734,249491733
2,249491734,249591733
2,249591734,249691733
2,249691734,249791733
2,249791734,249891733
2,249891734,249991733
2,249991734,250091733
2,250091734,250172173
2,250172175,250272174
2,250272175,250372174
2,250372175,250472174
2,250472175,250572174
2,250572175,250672174
2,250672175,250772174
2,250772175,250872174
2,250872175,250972174
2,250972175,251072174
2,251072175,251172174
2,251172175,251272174
2,251272175,251372174
2,251372175,251472174
2,251472175,251572174
2,251572175,251672174
2,251672175,251772174
2,251772175,251872174
2,251872175,251972174
2,251972175,252043436
2,252043438,252143437
2,252143438,252243437
2,252243438,252343437
2,252343438,252443437
2,252443438,252543437
2,252543438,252643437
2,252643438,252743437
2,252743438,252843437
2,252843438,252943437
2,252943438,253043437
2,253043438,253143437
2,253143438,253193748
2,253193750,253293749
2,253293750,253393749
2,253393750,253493749
2,253493750,253593749
2,253593750,253693749
2,253693750,253793749
2,253793750,253893749
2,253893750,253993749
2,253993750,254093749
2,254093750,254193749
2,254193750,254293749
2,254293750,254393749
2,254393750,254493749
2,254493750,254593749
2,254593750,254693749
2,254693750,254793749
2,254793750,254840434
2,254840436,254940435
2,254940436,255040435
2,255040436,255140435
2,255140436,255240435
2,255240436,255340435
2,255340436,255440435
2,255440436,255540435
2,255540436,255640435
2,255640436,255740435
2,255740436,255840435
2,255840436,255940435
2,255940436,255973605
2,255973607,256073606
2,256073607,256173606
2,256173607,256273606
2,256273607,256309160
2,256309162,256409161
2,256409162,256509161
2,256509162,256516347
2,256516349,256603051
2,256603053,256703052
2,256703053,256803052
2,256803053,256903052
2,256903053,257003052
2,257003053,257103052
2,257103053,257203052
2,257203053,257303052
2,257303053,257403052
2,257403053,257503052
2,257503053,257603052
2,257603053,257703052
2,257703053,257803052
2,257803053,257903052
2,257903053,258003052
2,258003053,258103052
2,258103053,258203052
2,258203053,258290522
2,258290524,258390523
2,258390524,258490523
2,258490524,258590523
2,258590524,258690523
2,258690524,258790523
2,258790524,258890523
2,258890524,258990523
2,258990524,259073080
2,259073082,259173081
2,259173082,259273081
2,259273082,259373081
2,259373082,259473081
2,259473082,259573081
2,259573082,259673081
2,259673082,259773081
2,259773082,259873081
2,259873082,259973081
2,259973082,260073081
2,260073082,260173081
2,260173082,260273081
2,260273082,260373081
2,260373082,260473081
2,260473082,260573081
2,260573082,260673081
2,260673082,260773081
2,260773082,260873081
2,260873082,260973081
2,260973082,261073081
2,261073082,261173081
2,261173082,261273081
2,261273082,261373081
2,261373082,261473081
2,261473082,261573081
2,261573082,261673081
2,261673082,261773081
2,261773082,261873081
2,261873082,261973081
2,261973082,262073081
2,262073082,262173081
2,262173082,262223981
2,262223983,262323982
2,262323983,262423982
2,262423983,262523982
2,262523983,262623982
2,262623983,262723982
2,262723983,262823982
2,262823983,262923982
2,262923983,263023982
2,263023983,263123982
2,263123983,263223982
2,263223983,263323982
2,263323983,263423982
2,263423983,263519524
2,263519526,263619525
2,263619526,263719525
2,263719526,263819525
2,263819526,263919525
2,263919526,264019525
2,264019526,264119525
2,264119526,264219525
2,264219526,264319525
2,264319526,264419525
2,264419526,264519525
2,264519526,264619525
2,264619526,264719525
2,264719526,264819525
2,264819526,264919525
2,264919526,265019525
2,265019526,265057463
2,265057465,265140044
2,265140046,265240045
2,265240046,265320957
2,265320959,265420958
2,265420959,265520958
2,265520959,265620958
2,265620959,265720958
2,265720959,265820958
2,265820959,265920958
2,265920959,265976586
2,265976588,266076587
2,266076588,266176587
2,266176588,266276587
2,266276588,266376587
2,266376588,266476587
2,266476588,266576587
2,266576588,266676587
2,266676588,266776587
2,266776588,266876587
2,266876588,266958428
2,266958430,267058429
2,267058430,267158429
2,267158430,267242424
2,267242426,267342425
2,267342426,267442425
