OpossumID	OpossumID_version	HumanGeneName	HumanID	OpossumGeneName	DevilID	DevilGeneName
ENSMODG00000010674	ENSMODG00000010674.4	ZSWIM2	ENSG00000163012	ZSWIM2	ENSSHAG00000011002	ZSWIM2
ENSMODG00000019727	ENSMODG00000019727.4	DMGDH	ENSG00000132837	DMGDH	ENSSHAG00000014992	DMGDH
ENSMODG00000049091	ENSMODG00000049091.1					
ENSMODG00000001198	ENSMODG00000001198.4	PTPRT	ENSG00000196090			
ENSMODG00000034386	ENSMODG00000034386.2					
ENSMODG00000045464	ENSMODG00000045464.1					
ENSMODG00000001920	ENSMODG00000001920.4	CATSPERB	ENSG00000133962			
ENSMODG00000038960	ENSMODG00000038960.1			U6		
ENSMODG00000050658	ENSMODG00000050658.1					
ENSMODG00000008086	ENSMODG00000008086.4	RPS6KA3	ENSG00000177189	RPS6KA3	ENSSHAG00000010273	RPS6KA3
ENSMODG00000048000	ENSMODG00000048000.1					
ENSMODG00000049365	ENSMODG00000049365.1					
ENSMODG00000002285	ENSMODG00000002285.3				ENSSHAG00000013229	
ENSMODG00000030044	ENSMODG00000030044.2	ZC3H15	ENSG00000065548		ENSSHAG00000008130	ZC3H15
ENSMODG00000037588	ENSMODG00000037588.1	AC012254.2	ENSG00000267228			
ENSMODG00000039049	ENSMODG00000039049.1					
ENSMODG00000028606	ENSMODG00000028606.2					
ENSMODG00000023571	ENSMODG00000023571.2	HINT1	ENSG00000169567			
ENSMODG00000014722	ENSMODG00000014722.3	HLA-DRA	ENSG00000204287	HLA-DRA	ENSSHAG00000003189	HLA-DRA
ENSMODG00000025816	ENSMODG00000025816.1	MIR367	ENSG00000199169	mdo-mir-367	ENSSHAG00000020045	MIR367
ENSMODG00000047215	ENSMODG00000047215.1	SMIM15	ENSG00000188725		ENSSHAG00000004017	SMIM15
ENSMODG00000011089	ENSMODG00000011089.4	GOSR2	ENSG00000108433		ENSSHAG00000014026	
ENSMODG00000011089	ENSMODG00000011089.4	AC005670.2	ENSG00000262633		ENSSHAG00000014026	
ENSMODG00000025438	ENSMODG00000025438.2	CENPQ	ENSG00000031691		ENSSHAG00000003275	
ENSMODG00000046934	ENSMODG00000046934.1					
ENSMODG00000048831	ENSMODG00000048831.1					
ENSMODG00000042365	ENSMODG00000042365.1					
ENSMODG00000013405	ENSMODG00000013405.4	LGALS4	ENSG00000171747	LGALS4	ENSSHAG00000007485	LGALS4
ENSMODG00000003935	ENSMODG00000003935.4	NEB	ENSG00000183091	NEB	ENSSHAG00000018591	NEB
ENSMODG00000015653	ENSMODG00000015653.3	PIAS2	ENSG00000078043		ENSSHAG00000005954	PIAS2
ENSMODG00000008100	ENSMODG00000008100.4	RMDN1	ENSG00000176623	RMDN1	ENSSHAG00000005940	RMDN1
ENSMODG00000040150	ENSMODG00000040150.1	ZNF32	ENSG00000169740			
ENSMODG00000020412	ENSMODG00000020412.4	ZFR	ENSG00000056097	ZFR	ENSSHAG00000015478	ZFR
ENSMODG00000012652	ENSMODG00000012652.3	IGLV7-43	ENSG00000211652		ENSSHAG00000004803	
ENSMODG00000012652	ENSMODG00000012652.3	IGLV7-46	ENSG00000211649		ENSSHAG00000004803	
ENSMODG00000012652	ENSMODG00000012652.3	IGLV7-43	ENSG00000211652		ENSSHAG00000003451	
ENSMODG00000012652	ENSMODG00000012652.3	IGLV7-46	ENSG00000211649		ENSSHAG00000003451	
ENSMODG00000012652	ENSMODG00000012652.3	IGLV7-43	ENSG00000211652		ENSSHAG00000004587	
ENSMODG00000012652	ENSMODG00000012652.3	IGLV7-46	ENSG00000211649		ENSSHAG00000004587	
ENSMODG00000012652	ENSMODG00000012652.3	IGLV7-43	ENSG00000211652		ENSSHAG00000004360	
ENSMODG00000012652	ENSMODG00000012652.3	IGLV7-46	ENSG00000211649		ENSSHAG00000004360	
ENSMODG00000051443	ENSMODG00000051443.1					
ENSMODG00000028930	ENSMODG00000028930.2	L1TD1	ENSG00000240563			
ENSMODG00000025883	ENSMODG00000025883.1			mdo-mir-302d		
ENSMODG00000050348	ENSMODG00000050348.1	ANP32B	ENSG00000136938			
ENSMODG00000000726	ENSMODG00000000726.3	ZC3H15	ENSG00000065548		ENSSHAG00000008130	ZC3H15
ENSMODG00000005198	ENSMODG00000005198.3	CAPN5	ENSG00000149260	CAPN5	ENSSHAG00000010007	CAPN5
ENSMODG00000048704	ENSMODG00000048704.1					
ENSMODG00000041111	ENSMODG00000041111.1					
ENSMODG00000038686	ENSMODG00000038686.1					
ENSMODG00000038105	ENSMODG00000038105.1					
ENSMODG00000025874	ENSMODG00000025874.1	MIR302A	ENSG00000207927	mdo-mir-302a	ENSSHAG00000020164	MIR302A
ENSMODG00000029601	ENSMODG00000029601.2					
ENSMODG00000048296	ENSMODG00000048296.1					
ENSMODG00000019058	ENSMODG00000019058.4	MICU3	ENSG00000155970	MICU3	ENSSHAG00000012613	MICU3
ENSMODG00000010687	ENSMODG00000010687.4	CALCRL	ENSG00000064989	CALCRL	ENSSHAG00000006893	CALCRL
ENSMODG00000035948	ENSMODG00000035948.2					
ENSMODG00000003381	ENSMODG00000003381.4	SKOR2	ENSG00000215474	SKOR2	ENSSHAG00000006448	SKOR2
ENSMODG00000044270	ENSMODG00000044270.1					
ENSMODG00000026084	ENSMODG00000026084.1	AC093872.1	ENSG00000199894		ENSSHAG00000019144	
ENSMODG00000026084	ENSMODG00000026084.1	AL732366.1	ENSG00000201592		ENSSHAG00000019144	
ENSMODG00000026084	ENSMODG00000026084.1	AC069285.1	ENSG00000199231		ENSSHAG00000019144	
ENSMODG00000026084	ENSMODG00000026084.1	AP003499.3	ENSG00000275146		ENSSHAG00000019144	
ENSMODG00000051051	ENSMODG00000051051.1					
ENSMODG00000046760	ENSMODG00000046760.1	WFDC6	ENSG00000243543		ENSSHAG00000001672	
ENSMODG00000040653	ENSMODG00000040653.1					
ENSMODG00000034440	ENSMODG00000034440.2					
ENSMODG00000046090	ENSMODG00000046090.1					
ENSMODG00000037973	ENSMODG00000037973.1					
ENSMODG00000049064	ENSMODG00000049064.1					
ENSMODG00000017850	ENSMODG00000017850.3				ENSSHAG00000018580	
ENSMODG00000025895	ENSMODG00000025895.1	MIR302C	ENSG00000199102	mdo-mir-302c	ENSSHAG00000020310	MIR302C
ENSMODG00000050318	ENSMODG00000050318.1					
ENSMODG00000027512	ENSMODG00000027512.2	PCP4L1	ENSG00000248485	PCP4L1		
ENSMODG00000041920	ENSMODG00000041920.1	ZNF569	ENSG00000196437			
ENSMODG00000006643	ENSMODG00000006643.4	MIER2	ENSG00000105556	MIER2	ENSSHAG00000001062	
ENSMODG00000042687	ENSMODG00000042687.1			U6	ENSSHAG00000020410	U6
ENSMODG00000040858	ENSMODG00000040858.1					
ENSMODG00000014713	ENSMODG00000014713.4	HLA-DQA2	ENSG00000237541			
ENSMODG00000014713	ENSMODG00000014713.4	HLA-DQA1	ENSG00000196735			
ENSMODG00000007155	ENSMODG00000007155.4	DPY19L4	ENSG00000156162	DPY19L4	ENSSHAG00000017668	DPY19L4
ENSMODG00000025875	ENSMODG00000025875.1	MIR302B	ENSG00000284463	mdo-mir-302b	ENSSHAG00000019218	MIR302B
ENSMODG00000040401	ENSMODG00000040401.1					
ENSMODG00000001130	ENSMODG00000001130.5	KDM4B	ENSG00000127663	KDM4B	ENSSHAG00000004273	KDM4B
ENSMODG00000030980	ENSMODG00000030980.2					
ENSMODG00000008743	ENSMODG00000008743.4	DHX57	ENSG00000163214	DHX57	ENSSHAG00000015628	DHX57
ENSMODG00000008151	ENSMODG00000008151.3	WDR45	ENSG00000196998		ENSSHAG00000000145	
ENSMODG00000008151	ENSMODG00000008151.3	AC231657.3	ENSG00000288053		ENSSHAG00000000145	
ENSMODG00000043486	ENSMODG00000043486.1				ENSSHAG00000002206	
ENSMODG00000041212	ENSMODG00000041212.1					
ENSMODG00000041997	ENSMODG00000041997.1					
ENSMODG00000017142	ENSMODG00000017142.3	PYGO2	ENSG00000163348	PYGO2	ENSSHAG00000004441	PYGO2
ENSMODG00000036923	ENSMODG00000036923.1					
ENSMODG00000033158	ENSMODG00000033158.2					
ENSMODG00000008067	ENSMODG00000008067.4	CPNE3	ENSG00000085719	CPNE3	ENSSHAG00000006680	CPNE3
ENSMODG00000032843	ENSMODG00000032843.2					
ENSMODG00000042875	ENSMODG00000042875.1					
ENSMODG00000020275	ENSMODG00000020275.4	NNT	ENSG00000112992	NNT	ENSSHAG00000007798	NNT
ENSMODG00000032934	ENSMODG00000032934.2					
ENSMODG00000046857	ENSMODG00000046857.1					
ENSMODG00000017846	ENSMODG00000017846.4	Z84488.2	ENSG00000285446		ENSSHAG00000000534	
ENSMODG00000017846	ENSMODG00000017846.4	DSE	ENSG00000111817		ENSSHAG00000000534	
ENSMODG00000002252	ENSMODG00000002252.4	KIAA1841	ENSG00000162929	KIAA1841	ENSSHAG00000013637	KIAA1841
ENSMODG00000037830	ENSMODG00000037830.1					
ENSMODG00000014273	ENSMODG00000014273.4	INTS2	ENSG00000108506	INTS2	ENSSHAG00000014610	INTS2
ENSMODG00000043403	ENSMODG00000043403.1					
ENSMODG00000039102	ENSMODG00000039102.1					
ENSMODG00000005043	ENSMODG00000005043.4	MPZ	ENSG00000158887	MPZ	ENSSHAG00000016803	MPZ
ENSMODG00000038168	ENSMODG00000038168.1					
ENSMODG00000018097	ENSMODG00000018097.4	TMPRSS7	ENSG00000176040	TMPRSS7	ENSSHAG00000016263	TMPRSS7
ENSMODG00000046362	ENSMODG00000046362.1					
ENSMODG00000023285	ENSMODG00000023285.2	SLC2A7	ENSG00000197241	SLC2A7	ENSSHAG00000000247	SLC2A7
ENSMODG00000043661	ENSMODG00000043661.1			mdo-mir-12341		
ENSMODG00000048914	ENSMODG00000048914.1					
ENSMODG00000020974	ENSMODG00000020974.3					
ENSMODG00000042133	ENSMODG00000042133.1					
ENSMODG00000037928	ENSMODG00000037928.1					
ENSMODG00000043272	ENSMODG00000043272.1				ENSSHAG00000010549	
ENSMODG00000026006	ENSMODG00000026006.2			U6	ENSSHAG00000020227	U6
ENSMODG00000048335	ENSMODG00000048335.1					
ENSMODG00000006556	ENSMODG00000006556.4	PLPP2	ENSG00000141934	PLPP2	ENSSHAG00000000085	PLPP2
ENSMODG00000049147	ENSMODG00000049147.1					
ENSMODG00000037907	ENSMODG00000037907.1					
ENSMODG00000050020	ENSMODG00000050020.1					
ENSMODG00000010692	ENSMODG00000010692.4	TFPI	ENSG00000003436	TFPI	ENSSHAG00000001570	TFPI
ENSMODG00000017682	ENSMODG00000017682.3	HINT3	ENSG00000111911			
ENSMODG00000014308	ENSMODG00000014308.4	VAC14	ENSG00000103043	VAC14	ENSSHAG00000005939	
ENSMODG00000014308	ENSMODG00000014308.4	VAC14	ENSG00000103043	VAC14	ENSSHAG00000001958	
ENSMODG00000017842	ENSMODG00000017842.3	CALHM6	ENSG00000188820		ENSSHAG00000004138	
ENSMODG00000041755	ENSMODG00000041755.1					
ENSMODG00000015657	ENSMODG00000015657.5	TMEM132B	ENSG00000139364		ENSSHAG00000003504	
ENSMODG00000015657	ENSMODG00000015657.5	TMEM132B	ENSG00000139364		ENSSHAG00000009347	
ENSMODG00000027820	ENSMODG00000027820.2	EIF1AX	ENSG00000173674		ENSSHAG00000010995	
ENSMODG00000027820	ENSMODG00000027820.2	EIF1AY	ENSG00000198692		ENSSHAG00000010995	
ENSMODG00000007119	ENSMODG00000007119.2					
ENSMODG00000017139	ENSMODG00000017139.4	SHC1	ENSG00000160691	SHC1	ENSSHAG00000004522	SHC1
ENSMODG00000036400	ENSMODG00000036400.1					
ENSMODG00000019794	ENSMODG00000019794.4	RALGPS1	ENSG00000136828	RALGPS1	ENSSHAG00000013101	RALGPS1
ENSMODG00000006822	ENSMODG00000006822.4	BEST2	ENSG00000039987	BEST2	ENSSHAG00000015677	BEST2
ENSMODG00000020954	ENSMODG00000020954.4	USP25	ENSG00000155313		ENSSHAG00000006133	USP25
ENSMODG00000047327	ENSMODG00000047327.1					
ENSMODG00000000922	ENSMODG00000000922.4	DEUP1	ENSG00000165325	DEUP1	ENSSHAG00000007373	DEUP1
ENSMODG00000020976	ENSMODG00000020976.3	BACH1	ENSG00000156273		ENSSHAG00000006419	BACH1
ENSMODG00000008010	ENSMODG00000008010.4	CNGB3	ENSG00000170289	CNGB3		
ENSMODG00000045289	ENSMODG00000045289.1			mdo-mir-12315		
ENSMODG00000041923	ENSMODG00000041923.1					
ENSMODG00000048014	ENSMODG00000048014.1					
ENSMODG00000042871	ENSMODG00000042871.1	USP4	ENSG00000114316		ENSSHAG00000016024	USP4
ENSMODG00000039914	ENSMODG00000039914.1					
ENSMODG00000042191	ENSMODG00000042191.1			VN2R550	ENSSHAG00000003519	
ENSMODG00000050223	ENSMODG00000050223.1	WNT9B	ENSG00000158955	WNT9B	ENSSHAG00000014371	WNT9B
ENSMODG00000017841	ENSMODG00000017841.4	CALHM6	ENSG00000188820		ENSSHAG00000005399	
ENSMODG00000037514	ENSMODG00000037514.1					
ENSMODG00000043678	ENSMODG00000043678.1					
ENSMODG00000038242	ENSMODG00000038242.1					
ENSMODG00000011554	ENSMODG00000011554.4	MRS2	ENSG00000124532	MRS2	ENSSHAG00000007390	MRS2
ENSMODG00000035368	ENSMODG00000035368.2					
ENSMODG00000002217	ENSMODG00000002217.3	PEX13	ENSG00000162928	PEX13	ENSSHAG00000013994	PEX13
ENSMODG00000009390	ENSMODG00000009390.4					
ENSMODG00000002057	ENSMODG00000002057.3	HMGCR	ENSG00000113161	HMGCR	ENSSHAG00000004177	HMGCR
ENSMODG00000026959	ENSMODG00000026959.1	RNU6ATAC27P	ENSG00000221216			
ENSMODG00000026959	ENSMODG00000026959.1	RNU6ATAC7P	ENSG00000221038			
ENSMODG00000026959	ENSMODG00000026959.1	RNU6ATAC8P	ENSG00000221387			
ENSMODG00000003486	ENSMODG00000003486.4	ZAP70	ENSG00000115085	ZAP70	ENSSHAG00000004075	ZAP70
ENSMODG00000049781	ENSMODG00000049781.1					
ENSMODG00000019262	ENSMODG00000019262.4	BMPR1B	ENSG00000138696	BMPR1B	ENSSHAG00000010891	
ENSMODG00000019262	ENSMODG00000019262.4	BMPR1B	ENSG00000138696	BMPR1B	ENSSHAG00000002248	
ENSMODG00000037576	ENSMODG00000037576.1					
ENSMODG00000045800	ENSMODG00000045800.1					
ENSMODG00000040474	ENSMODG00000040474.1			VN2R551	ENSSHAG00000003519	
ENSMODG00000026750	ENSMODG00000026750.1	RNU6-745P	ENSG00000200216	U6	ENSSHAG00000019262	U6
ENSMODG00000008113	ENSMODG00000008113.3	C1orf194	ENSG00000179902		ENSSHAG00000017700	C1orf194
ENSMODG00000047475	ENSMODG00000047475.1					
ENSMODG00000049661	ENSMODG00000049661.1					
ENSMODG00000014692	ENSMODG00000014692.4				ENSSHAG00000002008	
ENSMODG00000031789	ENSMODG00000031789.2					
ENSMODG00000038908	ENSMODG00000038908.1					
ENSMODG00000048725	ENSMODG00000048725.1					
ENSMODG00000005031	ENSMODG00000005031.4	SDHC	ENSG00000143252	SDHC	ENSSHAG00000016835	SDHC
ENSMODG00000041992	ENSMODG00000041992.1					
ENSMODG00000020416	ENSMODG00000020416.4	MTMR12	ENSG00000150712	MTMR12	ENSSHAG00000015891	MTMR12
ENSMODG00000005216	ENSMODG00000005216.3	ACER3	ENSG00000078124	ACER3	ENSSHAG00000011232	ACER3
ENSMODG00000050061	ENSMODG00000050061.1					
ENSMODG00000008196	ENSMODG00000008196.5	IFT88	ENSG00000032742	IFT88	ENSSHAG00000001796	
ENSMODG00000006913	ENSMODG00000006913.4	GET3	ENSG00000198356	GET3	ENSSHAG00000015720	GET3
ENSMODG00000017679	ENSMODG00000017679.4	TRMT11	ENSG00000066651	TRMT11	ENSSHAG00000016956	TRMT11
ENSMODG00000043413	ENSMODG00000043413.1					
ENSMODG00000022474	ENSMODG00000022474.1	MIR125B2	ENSG00000207863	mdo-mir-125b-1	ENSSHAG00000020141	
ENSMODG00000028759	ENSMODG00000028759.2					
ENSMODG00000039310	ENSMODG00000039310.1					
ENSMODG00000011082	ENSMODG00000011082.4	DSC1	ENSG00000134765	DSC1		
ENSMODG00000023338	ENSMODG00000023338.2	TRAPPC3L	ENSG00000173626	TRAPPC3L	ENSSHAG00000005649	TRAPPC3L
ENSMODG00000023394	ENSMODG00000023394.2			VN2R552	ENSSHAG00000003519	
ENSMODG00000031544	ENSMODG00000031544.2					
ENSMODG00000049827	ENSMODG00000049827.1					
ENSMODG00000008690	ENSMODG00000008690.3	GEMIN6	ENSG00000152147	GEMIN6	ENSSHAG00000015830	GEMIN6
ENSMODG00000043115	ENSMODG00000043115.1					
ENSMODG00000003393	ENSMODG00000003393.4	SMAD2	ENSG00000175387	SMAD2	ENSSHAG00000012837	SMAD2
ENSMODG00000013178	ENSMODG00000013178.4	GLP1R	ENSG00000112164	GLP1R	ENSSHAG00000007058	
ENSMODG00000045393	ENSMODG00000045393.1					
ENSMODG00000002202	ENSMODG00000002202.3	PUS10	ENSG00000162927	PUS10	ENSSHAG00000014089	PUS10
ENSMODG00000029240	ENSMODG00000029240.2	CNBD1	ENSG00000176571		ENSSHAG00000011704	
ENSMODG00000011045	ENSMODG00000011045.4	WNT3	ENSG00000108379	WNT3	ENSSHAG00000014720	WNT3
ENSMODG00000013922	ENSMODG00000013922.3	POLM	ENSG00000122678		ENSSHAG00000002674	
ENSMODG00000050909	ENSMODG00000050909.1					
ENSMODG00000017133	ENSMODG00000017133.3					
ENSMODG00000041968	ENSMODG00000041968.1					
ENSMODG00000047240	ENSMODG00000047240.1					
ENSMODG00000037358	ENSMODG00000037358.1	ADAMTS10	ENSG00000142303			
ENSMODG00000044531	ENSMODG00000044531.1					
ENSMODG00000011518	ENSMODG00000011518.4	DCDC2	ENSG00000146038	DCDC2		
ENSMODG00000035610	ENSMODG00000035610.2					
ENSMODG00000015672	ENSMODG00000015672.4	AACS	ENSG00000081760	AACS	ENSSHAG00000005605	AACS
ENSMODG00000048098	ENSMODG00000048098.1					
ENSMODG00000033346	ENSMODG00000033346.2					
ENSMODG00000008683	ENSMODG00000008683.3				ENSSHAG00000015870	
ENSMODG00000033396	ENSMODG00000033396.2					
ENSMODG00000020276	ENSMODG00000020276.4	PAIP1	ENSG00000172239	PAIP1	ENSSHAG00000009197	PAIP1
ENSMODG00000037268	ENSMODG00000037268.1					
ENSMODG00000041515	ENSMODG00000041515.1					
ENSMODG00000047907	ENSMODG00000047907.1					
ENSMODG00000019059	ENSMODG00000019059.4	FGF20	ENSG00000078579	FGF20	ENSSHAG00000013268	FGF20
ENSMODG00000017840	ENSMODG00000017840.3	CALHM5	ENSG00000178033	CALHM5	ENSSHAG00000005759	CALHM5
ENSMODG00000034561	ENSMODG00000034561.2					
ENSMODG00000044606	ENSMODG00000044606.1	GOLPH3	ENSG00000113384	GOLPH3	ENSSHAG00000016237	GOLPH3
ENSMODG00000050738	ENSMODG00000050738.1					
ENSMODG00000024309	ENSMODG00000024309.2	PRPS2	ENSG00000101911		ENSSHAG00000001670	
ENSMODG00000007617	ENSMODG00000007617.4	RSPH3	ENSG00000130363		ENSSHAG00000010979	
ENSMODG00000037403	ENSMODG00000037403.1					
ENSMODG00000017131	ENSMODG00000017131.2	FLAD1	ENSG00000160688	FLAD1	ENSSHAG00000004925	FLAD1
ENSMODG00000008068	ENSMODG00000008068.5	ARID1B	ENSG00000049618	ARID1B	ENSSHAG00000017851	ARID1B
ENSMODG00000037980	ENSMODG00000037980.1	CXADR	ENSG00000154639		ENSSHAG00000005309	
ENSMODG00000037980	ENSMODG00000037980.1	AC136352.3	ENSG00000277666		ENSSHAG00000005309	
ENSMODG00000025564	ENSMODG00000025564.3	PLET1	ENSG00000188771		ENSSHAG00000010893	
ENSMODG00000037209	ENSMODG00000037209.1					
ENSMODG00000012867	ENSMODG00000012867.3	IGLV3-12	ENSG00000211667		ENSSHAG00000001742	
ENSMODG00000012867	ENSMODG00000012867.3	IGLV3-21	ENSG00000211662		ENSSHAG00000001742	
ENSMODG00000013170	ENSMODG00000013170.3	SAYSD1	ENSG00000112167		ENSSHAG00000007501	
ENSMODG00000005223	ENSMODG00000005223.2	SPTY2D1	ENSG00000179119		ENSSHAG00000015061	SPTY2D1
ENSMODG00000026993	ENSMODG00000026993.2	U6	ENSG00000283369	U6		
ENSMODG00000043497	ENSMODG00000043497.1					
ENSMODG00000031785	ENSMODG00000031785.2					
ENSMODG00000037835	ENSMODG00000037835.1	L1TD1	ENSG00000240563			
ENSMODG00000003400	ENSMODG00000003400.2					
ENSMODG00000017838	ENSMODG00000017838.2	CALHM4	ENSG00000164451		ENSSHAG00000006568	
ENSMODG00000003530	ENSMODG00000003530.5				ENSSHAG00000002176	ADAMTS10
ENSMODG00000007226	ENSMODG00000007226.4	ESCO2	ENSG00000171320		ENSSHAG00000018411	
ENSMODG00000011031	ENSMODG00000011031.4	NSF	ENSG00000073969	NSF	ENSSHAG00000015029	NSF
ENSMODG00000038042	ENSMODG00000038042.1	L1TD1	ENSG00000240563			
ENSMODG00000013911	ENSMODG00000013911.3	PGAM2	ENSG00000164708	PGAM2	ENSSHAG00000003170	PGAM2
ENSMODG00000037600	ENSMODG00000037600.1					
ENSMODG00000014293	ENSMODG00000014293.5	MED13	ENSG00000108510	MED13	ENSSHAG00000014867	MED13
ENSMODG00000042289	ENSMODG00000042289.1					
ENSMODG00000040222	ENSMODG00000040222.1					
ENSMODG00000008669	ENSMODG00000008669.4				ENSSHAG00000015970	
ENSMODG00000050733	ENSMODG00000050733.1					
ENSMODG00000008158	ENSMODG00000008158.4	MAP7D2	ENSG00000184368	MAP7D2	ENSSHAG00000011238	MAP7D2
ENSMODG00000014687	ENSMODG00000014687.4	HLA-DQA2	ENSG00000237541			
ENSMODG00000014687	ENSMODG00000014687.4	HLA-DQA1	ENSG00000196735			
ENSMODG00000024044	ENSMODG00000024044.2	TSKU	ENSG00000182704	TSKU	ENSSHAG00000001362	TSKU
ENSMODG00000048892	ENSMODG00000048892.1	BRI3BP	ENSG00000184992		ENSSHAG00000007525	BRI3BP
ENSMODG00000038977	ENSMODG00000038977.1	CFAP126	ENSG00000188931	CFAP126	ENSSHAG00000016974	
ENSMODG00000013168	ENSMODG00000013168.3	KCNK5	ENSG00000164626	KCNK5	ENSSHAG00000004745	KCNK5
ENSMODG00000038712	ENSMODG00000038712.1					
ENSMODG00000049315	ENSMODG00000049315.1					
ENSMODG00000041184	ENSMODG00000041184.1	ENO1	ENSG00000074800		ENSSHAG00000003578	
ENSMODG00000025628	ENSMODG00000025628.2	TRIR	ENSG00000123144	TRIR		
ENSMODG00000047524	ENSMODG00000047524.1					
ENSMODG00000037361	ENSMODG00000037361.1					
ENSMODG00000036951	ENSMODG00000036951.1	LENEP	ENSG00000163352	LENEP		
ENSMODG00000005884	ENSMODG00000005884.4	PDE6C	ENSG00000095464	PDE6C	ENSSHAG00000016793	PDE6C
ENSMODG00000048136	ENSMODG00000048136.1					
ENSMODG00000039685	ENSMODG00000039685.1	PTS	ENSG00000150787	PTS	ENSSHAG00000011194	PTS
ENSMODG00000050867	ENSMODG00000050867.1					
ENSMODG00000047282	ENSMODG00000047282.1					
ENSMODG00000002172	ENSMODG00000002172.3	REL	ENSG00000162924	REL	ENSSHAG00000014405	REL
ENSMODG00000040485	ENSMODG00000040485.1					
ENSMODG00000040771	ENSMODG00000040771.1					
ENSMODG00000020959	ENSMODG00000020959.4	PRDM15	ENSG00000141956	PRDM15	ENSSHAG00000001184	
ENSMODG00000020959	ENSMODG00000020959.4	PRDM15	ENSG00000141956	PRDM15	ENSSHAG00000002844	
ENSMODG00000005764	ENSMODG00000005764.4	TAF7	ENSG00000178913		ENSSHAG00000012903	
ENSMODG00000005764	ENSMODG00000005764.4	TAF7	ENSG00000178913		ENSSHAG00000018042	
ENSMODG00000005764	ENSMODG00000005764.4	TAF7	ENSG00000178913		ENSSHAG00000006913	
ENSMODG00000005764	ENSMODG00000005764.4	TAF7	ENSG00000178913		ENSSHAG00000005108	
ENSMODG00000005764	ENSMODG00000005764.4	TAF7	ENSG00000178913		ENSSHAG00000006885	
ENSMODG00000051169	ENSMODG00000051169.1					
ENSMODG00000047287	ENSMODG00000047287.1					
ENSMODG00000043392	ENSMODG00000043392.1	TAGAP	ENSG00000164691			
ENSMODG00000020420	ENSMODG00000020420.4	PDZD2	ENSG00000133401		ENSSHAG00000001530	
ENSMODG00000042470	ENSMODG00000042470.1	L1TD1	ENSG00000240563			
ENSMODG00000047702	ENSMODG00000047702.1					
ENSMODG00000011435	ENSMODG00000011435.4	NRSN1	ENSG00000152954	NRSN1	ENSSHAG00000003491	NRSN1
ENSMODG00000044382	ENSMODG00000044382.1					
ENSMODG00000018252	ENSMODG00000018252.5	POLQ	ENSG00000051341	POLQ	ENSSHAG00000006984	POLQ
ENSMODG00000017127	ENSMODG00000017127.4	ZBTB7B	ENSG00000160685	ZBTB7B	ENSSHAG00000005160	ZBTB7B
ENSMODG00000019796	ENSMODG00000019796.4	ANGPTL2	ENSG00000136859	ANGPTL2	ENSSHAG00000013947	ANGPTL2
ENSMODG00000018913	ENSMODG00000018913.4	KIAA1109	ENSG00000138688	KIAA1109	ENSSHAG00000004565	KIAA1109
ENSMODG00000041507	ENSMODG00000041507.1	KCNK17	ENSG00000124780	KCNK17	ENSSHAG00000007160	KCNK17
ENSMODG00000047871	ENSMODG00000047871.1					
ENSMODG00000006894	ENSMODG00000006894.2				ENSSHAG00000009108	
ENSMODG00000027180	ENSMODG00000027180.1	RNU6-1261P	ENSG00000253003	U6		
ENSMODG00000008636	ENSMODG00000008636.2	GALM	ENSG00000143891	GALM	ENSSHAG00000016047	GALM
ENSMODG00000019594	ENSMODG00000019594.4	ZSWIM6	ENSG00000130449	ZSWIM6	ENSSHAG00000008855	ZSWIM6
ENSMODG00000038578	ENSMODG00000038578.1					
ENSMODG00000007592	ENSMODG00000007592.3	TAGAP	ENSG00000164691			
ENSMODG00000007939	ENSMODG00000007939.4	MMP16	ENSG00000156103	MMP16	ENSSHAG00000003247	MMP16
ENSMODG00000001925	ENSMODG00000001925.4	CATSPERB	ENSG00000133962		ENSSHAG00000003512	
ENSMODG00000048804	ENSMODG00000048804.1					
ENSMODG00000042596	ENSMODG00000042596.1					
ENSMODG00000036601	ENSMODG00000036601.1	RWDD1	ENSG00000111832	RWDD1	ENSSHAG00000006966	RWDD1
ENSMODG00000010712	ENSMODG00000010712.4	GULP1	ENSG00000144366	GULP1	ENSSHAG00000003109	GULP1
ENSMODG00000043383	ENSMODG00000043383.1	RAMACL	ENSG00000235272		ENSSHAG00000017873	
ENSMODG00000043383	ENSMODG00000043383.1	RAMAC	ENSG00000169612		ENSSHAG00000017873	
ENSMODG00000048971	ENSMODG00000048971.1					
ENSMODG00000014369	ENSMODG00000014369.4	BCO2	ENSG00000197580	BCO2	ENSSHAG00000011332	BCO2
ENSMODG00000030159	ENSMODG00000030159.2					
ENSMODG00000013906	ENSMODG00000013906.5	DBNL	ENSG00000136279	DBNL	ENSSHAG00000003404	DBNL
ENSMODG00000002107	ENSMODG00000002107.4	CERT1	ENSG00000113163	CERT1	ENSSHAG00000004954	CERT1
ENSMODG00000031178	ENSMODG00000031178.2					
ENSMODG00000019264	ENSMODG00000019264.4	PDLIM5	ENSG00000163110	PDLIM5	ENSSHAG00000013682	PDLIM5
ENSMODG00000020277	ENSMODG00000020277.4	C5orf34	ENSG00000172244	C5orf34	ENSSHAG00000009743	C5orf34
ENSMODG00000013135	ENSMODG00000013135.2	KCNK16	ENSG00000095981	KCNK16	ENSSHAG00000007431	KCNK16
ENSMODG00000044893	ENSMODG00000044893.1					
