DevilID	DevilID_version	CONTIG.ALT	start	end	KaryotypeBand	DevilGeneName
ENSSHAG00000005835	ENSSHAG00000005835.1	GL849629.1	184745	192921		
ENSSHAG00000005836	ENSSHAG00000005836.1	GL861769.1	184745	214335		
ENSSHAG00000005837	ENSSHAG00000005837.1	GL849712.1	184785	236621		RCBTB1
ENSSHAG00000005838	ENSSHAG00000005838.1	GL856833.1	184813	243860		KIF19
ENSSHAG00000005839	ENSSHAG00000005839.1	GL841425.1	184898	185611		
ENSSHAG00000005840	ENSSHAG00000005840.1	GL841470.1	184963	309353		MYO15A
ENSSHAG00000005841	ENSSHAG00000005841.1	GL842629.1	184969	210609		
ENSSHAG00000005842	ENSSHAG00000005842.1	GL864818.1	184991	187369		
ENSSHAG00000005843	ENSSHAG00000005843.1	GL856935.1	185069	203245		
ENSSHAG00000005844	ENSSHAG00000005844.1	GL861780.1	185105	186397		SP7
ENSSHAG00000005845	ENSSHAG00000005845.1	GL856822.1	185215	195184		ADAM15
ENSSHAG00000005846	ENSSHAG00000005846.1	GL834677.1	185317	192114		KLF11
ENSSHAG00000005847	ENSSHAG00000005847.1	GL841416.1	185375	191317		
ENSSHAG00000005848	ENSSHAG00000005848.1	GL841439.1	185505	217723		TPM4
ENSSHAG00000005849	ENSSHAG00000005849.1	GL841402.1	185517	187385		
ENSSHAG00000005850	ENSSHAG00000005850.1	GL834651.1	185532	191944		MMP9
ENSSHAG00000005851	ENSSHAG00000005851.1	GL834540.1	185555	196712		NOXRED1
ENSSHAG00000005852	ENSSHAG00000005852.1	GL841375.1	185587	204876		CTHRC1
ENSSHAG00000005853	ENSSHAG00000005853.1	GL856881.1	185587	550379		BTBD9
ENSSHAG00000005854	ENSSHAG00000005854.1	GL861561.1	185623	282496		DIP2B
ENSSHAG00000005855	ENSSHAG00000005855.1	GL867627.1	185626	246963		KLHL4
ENSSHAG00000005856	ENSSHAG00000005856.1	GL841517.1	185792	219612		KANK1
ENSSHAG00000005857	ENSSHAG00000005857.1	GL834962.1	185843	186744		
ENSSHAG00000005858	ENSSHAG00000005858.1	GL857000.1	185936	202452		
ENSSHAG00000005859	ENSSHAG00000005859.1	GL849771.1	185943	204714		
ENSSHAG00000005860	ENSSHAG00000005860.1	GL834696.1	186042	237704		SH3YL1
ENSSHAG00000005861	ENSSHAG00000005861.1	GL834673.1	186053	197767		CENPO
ENSSHAG00000005862	ENSSHAG00000005862.1	GL856807.1	186054	190301		
ENSSHAG00000005863	ENSSHAG00000005863.1	GL834637.1	186187	202152		
ENSSHAG00000005864	ENSSHAG00000005864.1	GL841425.1	186236	220638		HNRNPM
ENSSHAG00000005865	ENSSHAG00000005865.1	GL835417.1	186450	187007		
ENSSHAG00000005866	ENSSHAG00000005866.1	GL849772.1	186677	187897		
ENSSHAG00000005867	ENSSHAG00000005867.1	GL856748.1	186810	239461		
ENSSHAG00000005868	ENSSHAG00000005868.1	GL861887.1	186825	208316		
ENSSHAG00000005869	ENSSHAG00000005869.1	GL861694.1	186832	194243		ASTE1
ENSSHAG00000005870	ENSSHAG00000005870.1	GL861720.1	186836	237967		ERBB3
ENSSHAG00000005871	ENSSHAG00000005871.1	GL864757.1	186898	232373		CYP2U1
ENSSHAG00000005872	ENSSHAG00000005872.1	GL849587.1	186970	212240		TFRC
ENSSHAG00000005873	ENSSHAG00000005873.1	GL856820.1	187032	189973		
ENSSHAG00000005874	ENSSHAG00000005874.1	GL849680.1	187151	190201		
ENSSHAG00000005875	ENSSHAG00000005875.1	GL841424.1	187197	214612		PTBP1
ENSSHAG00000005876	ENSSHAG00000005876.1	GL849725.1	187225	353298		GRM5
ENSSHAG00000005877	ENSSHAG00000005877.1	GL834895.1	187340	217078		RTRAF
ENSSHAG00000005878	ENSSHAG00000005878.1	GL861618.1	187387	501869		ERC1
ENSSHAG00000005879	ENSSHAG00000005879.1	GL856861.1	187471	204131		
ENSSHAG00000005880	ENSSHAG00000005880.1	GL841340.1	187509	191430		
ENSSHAG00000005881	ENSSHAG00000005881.1	GL849533.1	187552	319530		TMPRSS15
ENSSHAG00000005882	ENSSHAG00000005882.1	GL850487.1	187610	210030		
ENSSHAG00000005883	ENSSHAG00000005883.1	GL841890.1	187624	188007		
ENSSHAG00000005884	ENSSHAG00000005884.1	GL841448.1	187706	192281		
ENSSHAG00000005885	ENSSHAG00000005885.1	GL867618.1	187880	191264		P2RY4
ENSSHAG00000005886	ENSSHAG00000005886.1	GL864737.1	187934	206068		
ENSSHAG00000005887	ENSSHAG00000005887.1	GL834481.1	188055	211585		ASB7
ENSSHAG00000005888	ENSSHAG00000005888.1	GL861603.1	188124	203858		NFYB
ENSSHAG00000005889	ENSSHAG00000005889.1	GL841298.1	188126	199859		
ENSSHAG00000005890	ENSSHAG00000005890.1	GL856741.1	188148	209440		PCSK9
ENSSHAG00000005891	ENSSHAG00000005891.1	GL864906.1	188200	195797		
ENSSHAG00000005892	ENSSHAG00000005892.1	GL864770.1	188307	191286		
ENSSHAG00000005893	ENSSHAG00000005893.1	GL841537.1	188310	222747		UBN1
ENSSHAG00000005894	ENSSHAG00000005894.1	GL861721.1	188347	217337		
ENSSHAG00000005895	ENSSHAG00000005895.1	GL861667.1	188490	194465		
ENSSHAG00000005896	ENSSHAG00000005896.1	GL849924.1	188523	199945		
ENSSHAG00000005897	ENSSHAG00000005897.1	GL849590.1	188687	189925		SLC35G2
ENSSHAG00000005898	ENSSHAG00000005898.1	GL856830.1	188705	197125		CCDC43
ENSSHAG00000005899	ENSSHAG00000005899.1	GL867620.1	188711	191357		
ENSSHAG00000005900	ENSSHAG00000005900.1	GL849748.1	188742	196524		MED18
ENSSHAG00000005901	ENSSHAG00000005901.1	GL856802.1	188750	283393		ACTN2
ENSSHAG00000005902	ENSSHAG00000005902.1	GL849704.1	188751	212680		SLC7A1
ENSSHAG00000005903	ENSSHAG00000005903.1	GL849758.1	189030	191505		
ENSSHAG00000005904	ENSSHAG00000005904.1	GL849759.1	189060	202594		
ENSSHAG00000005905	ENSSHAG00000005905.1	GL856950.1	189235	190257		TAAR5
ENSSHAG00000005906	ENSSHAG00000005906.1	GL864785.1	189245	190696		
ENSSHAG00000005907	ENSSHAG00000005907.1	GL867582.1	189818	190493		
ENSSHAG00000005908	ENSSHAG00000005908.1	GL841525.1	189954	233959		
ENSSHAG00000005909	ENSSHAG00000005909.1	GL834683.1	190031	316278		
ENSSHAG00000005910	ENSSHAG00000005910.1	GL834704.1	190081	216224		SNRNP27
ENSSHAG00000005911	ENSSHAG00000005911.1	GL849852.1	190129	203081		
ENSSHAG00000005912	ENSSHAG00000005912.1	GL834592.1	190217	191227		BDKRB1
ENSSHAG00000005913	ENSSHAG00000005913.1	GL867620.1	190255	193919		HSD17B10
ENSSHAG00000005914	ENSSHAG00000005914.1	GL834935.1	190266	207365		TMEM254
ENSSHAG00000005915	ENSSHAG00000005915.1	GL849728.1	190277	245226		DGAT2
ENSSHAG00000005916	ENSSHAG00000005916.1	GL864900.1	190292	191251		OR8K1
ENSSHAG00000005917	ENSSHAG00000005917.1	GL841412.1	190401	194587		
ENSSHAG00000005918	ENSSHAG00000005918.1	GL850423.1	190406	195702		
ENSSHAG00000005919	ENSSHAG00000005919.1	GL849739.1	190411	191355		
ENSSHAG00000005920	ENSSHAG00000005920.1	GL861615.1	190446	205508		
ENSSHAG00000005921	ENSSHAG00000005921.1	GL834671.1	190586	194015		FITM2
ENSSHAG00000005922	ENSSHAG00000005922.1	GL861666.1	190673	199506		
ENSSHAG00000005923	ENSSHAG00000005923.1	GL834498.1	190737	200313		NOP9
ENSSHAG00000005924	ENSSHAG00000005924.1	GL864740.1	190769	209803		PPM1K
ENSSHAG00000005925	ENSSHAG00000005925.1	GL865007.1	190775	191767		
ENSSHAG00000005926	ENSSHAG00000005926.1	GL861637.1	190780	508660		RELN
ENSSHAG00000005927	ENSSHAG00000005927.1	GL856732.1	190930	411706		
ENSSHAG00000005928	ENSSHAG00000005928.1	GL841438.1	190936	191865		
ENSSHAG00000005929	ENSSHAG00000005929.1	GL849798.1	191120	192217		HTR1F
ENSSHAG00000005930	ENSSHAG00000005930.1	GL856828.1	191162	200056		
ENSSHAG00000005931	ENSSHAG00000005931.1	GL864894.1	191352	192272		
ENSSHAG00000005932	ENSSHAG00000005932.1	GL856853.1	191442	193153		
ENSSHAG00000005933	ENSSHAG00000005933.1	GL861606.1	191510	207493		MB
ENSSHAG00000005934	ENSSHAG00000005934.1	GL856863.1	191584	196784		ENO3
ENSSHAG00000005935	ENSSHAG00000005935.1	GL834554.1	191624	192973		MGAT2
ENSSHAG00000005936	ENSSHAG00000005936.1	GL849657.1	191785	193361		THY1
ENSSHAG00000005937	ENSSHAG00000005937.1	GL856951.1	191788	197798		TBPL1
ENSSHAG00000005938	ENSSHAG00000005938.1	GL841548.1	191897	192965		
ENSSHAG00000005939	ENSSHAG00000005939.1	GL834777.1	191898	305266		
ENSSHAG00000005940	ENSSHAG00000005940.1	GL841360.1	191912	214321		RMDN1
ENSSHAG00000005941	ENSSHAG00000005941.1	GL841501.1	192048	193307		CHST12
ENSSHAG00000005942	ENSSHAG00000005942.1	GL834619.1	192117	270254		
ENSSHAG00000005943	ENSSHAG00000005943.1	GL864770.1	192139	284301		DNAJB14
ENSSHAG00000005944	ENSSHAG00000005944.1	GL861697.1	192364	208567		
ENSSHAG00000005945	ENSSHAG00000005945.1	GL850133.1	192520	195209		
ENSSHAG00000005946	ENSSHAG00000005946.1	GL857009.1	192588	301288		INPP5D
ENSSHAG00000005947	ENSSHAG00000005947.1	GL841460.1	192739	256933		SECISBP2
ENSSHAG00000005948	ENSSHAG00000005948.1	GL834527.1	192785	193621		FAM181A
ENSSHAG00000005949	ENSSHAG00000005949.1	GL841638.1	192822	193705		
ENSSHAG00000005950	ENSSHAG00000005950.1	GL841615.1	192855	200502		
ENSSHAG00000005951	ENSSHAG00000005951.1	GL861845.1	193205	194140		
ENSSHAG00000005952	ENSSHAG00000005952.1	GL867583.1	193212	200242		NAA10
ENSSHAG00000005953	ENSSHAG00000005953.1	GL856776.1	193303	193683		PHLDA3
ENSSHAG00000005954	ENSSHAG00000005954.1	GL841192.1	193517	251269		PIAS2
ENSSHAG00000005955	ENSSHAG00000005955.1	GL834730.1	193770	229461		SLC1A4
ENSSHAG00000005956	ENSSHAG00000005956.1	GL861564.1	193867	216897		KANSL2
ENSSHAG00000005957	ENSSHAG00000005957.1	GL856968.1	193994	358433		AGPAT4
ENSSHAG00000005958	ENSSHAG00000005958.1	GL864835.1	194111	241069		TMPRSS11D
ENSSHAG00000005959	ENSSHAG00000005959.1	GL862005.1	194218	195914		
ENSSHAG00000005960	ENSSHAG00000005960.1	GL849758.1	194271	203232		
ENSSHAG00000005961	ENSSHAG00000005961.1	GL857007.1	194319	205529		SCARF1
ENSSHAG00000005962	ENSSHAG00000005962.1	GL834509.1	194360	224665		MAPKBP1
ENSSHAG00000005963	ENSSHAG00000005963.1	GL849932.1	194365	196562		
ENSSHAG00000005964	ENSSHAG00000005964.1	GL849889.1	194373	287219		
ENSSHAG00000005965	ENSSHAG00000005965.1	GL841406.1	194431	196490		CYC1
ENSSHAG00000005966	ENSSHAG00000005966.1	GL864869.1	194597	272053		
ENSSHAG00000005967	ENSSHAG00000005967.1	GL834453.1	194600	285748		BLNK
ENSSHAG00000005968	ENSSHAG00000005968.1	GL861668.1	194621	217244		
ENSSHAG00000005969	ENSSHAG00000005969.1	GL849852.1	194673	540618		CLYBL
ENSSHAG00000005970	ENSSHAG00000005970.1	GL865167.1	194797	195738		
ENSSHAG00000005971	ENSSHAG00000005971.1	GL861729.1	194822	195079		
ENSSHAG00000005972	ENSSHAG00000005972.1	GL849761.1	194900	195151		
ENSSHAG00000005973	ENSSHAG00000005973.1	GL834716.1	194902	199030		DUSP2
ENSSHAG00000005974	ENSSHAG00000005974.1	GL849548.1	195037	221258		TMEM47
ENSSHAG00000005975	ENSSHAG00000005975.1	GL849537.1	195108	376706		CRYZL1
ENSSHAG00000005976	ENSSHAG00000005976.1	GL834768.1	195507	207025		MVD
ENSSHAG00000005977	ENSSHAG00000005977.1	GL841426.1	195570	293074		FBN3
ENSSHAG00000005978	ENSSHAG00000005978.1	GL867620.1	195573	205032		
ENSSHAG00000005979	ENSSHAG00000005979.1	GL834494.1	195581	197281		SLC39A2
ENSSHAG00000005980	ENSSHAG00000005980.1	GL834630.1	195593	243406		TBC1D20
ENSSHAG00000005981	ENSSHAG00000005981.1	GL857125.1	195661	196547		
ENSSHAG00000005982	ENSSHAG00000005982.1	GL861537.1	195768	206230		CASD1
ENSSHAG00000005983	ENSSHAG00000005983.1	GL856853.1	195800	199209		METTL23
ENSSHAG00000005984	ENSSHAG00000005984.1	GL856864.1	195821	214252		
ENSSHAG00000005985	ENSSHAG00000005985.1	GL857020.1	195832	218636		CLCN2
ENSSHAG00000005986	ENSSHAG00000005986.1	GL834540.1	195870	214927		
ENSSHAG00000005987	ENSSHAG00000005987.1	GL849808.1	195993	248892		ASB11
ENSSHAG00000005988	ENSSHAG00000005988.1	GL834494.1	196015	211623		NDRG2
ENSSHAG00000005989	ENSSHAG00000005989.1	GL850009.1	196023	196646		
ENSSHAG00000005990	ENSSHAG00000005990.1	GL856824.1	196043	206632		KAT2A
ENSSHAG00000005991	ENSSHAG00000005991.1	GL856993.1	196135	275729		TRIM33
ENSSHAG00000005992	ENSSHAG00000005992.1	GL834471.1	196137	201771		TMED3
ENSSHAG00000005993	ENSSHAG00000005993.1	GL841374.1	196247	210735		FBXO43
ENSSHAG00000005994	ENSSHAG00000005994.1	GL856975.1	196387	281766		
ENSSHAG00000005995	ENSSHAG00000005995.1	GL841448.1	196470	207877		
ENSSHAG00000005996	ENSSHAG00000005996.1	GL862092.1	196608	255417		SNX13
ENSSHAG00000005997	ENSSHAG00000005997.1	GL861795.1	196634	210072		ENDOU
ENSSHAG00000005998	ENSSHAG00000005998.1	GL834442.1	196643	224420		SPOCK2
ENSSHAG00000005999	ENSSHAG00000005999.1	GL849807.1	196653	372160		CTPS2
ENSSHAG00000006000	ENSSHAG00000006000.1	GL862006.1	196660	205499		
ENSSHAG00000006001	ENSSHAG00000006001.1	GL841711.1	196795	197725		
ENSSHAG00000006002	ENSSHAG00000006002.1	GL834721.1	196888	198409		
ENSSHAG00000006003	ENSSHAG00000006003.1	GL856871.1	196947	279233		FOXK2
ENSSHAG00000006004	ENSSHAG00000006004.1	GL867620.1	196987	199483		
ENSSHAG00000006005	ENSSHAG00000006005.1	GL861805.1	197091	226035		
ENSSHAG00000006006	ENSSHAG00000006006.1	GL864906.1	197110	201691		POLR2G
ENSSHAG00000006007	ENSSHAG00000006007.1	GL864863.1	197332	213456		PI4K2B
ENSSHAG00000006008	ENSSHAG00000006008.1	GL834589.1	197372	276850		SETD3
ENSSHAG00000006009	ENSSHAG00000006009.1	GL841183.1	197373	197756		
ENSSHAG00000006010	ENSSHAG00000006010.1	GL834900.1	197418	263630		JAKMIP3
ENSSHAG00000006011	ENSSHAG00000006011.1	GL865107.1	197530	198423		
ENSSHAG00000006012	ENSSHAG00000006012.1	GL856730.1	197598	226159		DIPK1A
ENSSHAG00000006013	ENSSHAG00000006013.1	GL841461.1	197711	225295		NXNL2
ENSSHAG00000006014	ENSSHAG00000006014.1	GL856956.1	197837	198577		CITED2
ENSSHAG00000006015	ENSSHAG00000006015.1	GL864818.1	197879	276229		ARFIP1
ENSSHAG00000006016	ENSSHAG00000006016.1	GL841252.1	198137	368552		CLVS1
ENSSHAG00000006017	ENSSHAG00000006017.1	GL856863.1	198146	208042		SPAG7
ENSSHAG00000006018	ENSSHAG00000006018.1	GL857023.1	198169	214010		DNAJB4
ENSSHAG00000006019	ENSSHAG00000006019.1	GL864916.1	198214	198567		
ENSSHAG00000006020	ENSSHAG00000006020.1	GL834641.1	198662	199594		
ENSSHAG00000006021	ENSSHAG00000006021.1	GL841255.1	198822	199934		FAM110B
ENSSHAG00000006022	ENSSHAG00000006022.1	GL841357.1	199001	237949		ECI2
ENSSHAG00000006023	ENSSHAG00000006023.1	GL861700.1	199023	230018		
ENSSHAG00000006024	ENSSHAG00000006024.1	GL856821.1	199024	199377		
ENSSHAG00000006025	ENSSHAG00000006025.1	GL867672.1	199030	199413		
ENSSHAG00000006026	ENSSHAG00000006026.1	GL857376.1	199168	200979		
ENSSHAG00000006027	ENSSHAG00000006027.1	GL861727.1	199230	201378		
ENSSHAG00000006028	ENSSHAG00000006028.1	GL841628.1	199298	201307		
ENSSHAG00000006029	ENSSHAG00000006029.1	GL842038.1	199317	200408		
ENSSHAG00000006030	ENSSHAG00000006030.1	GL861560.1	199370	229606		ASIC1
ENSSHAG00000006031	ENSSHAG00000006031.1	GL849919.1	199565	263049		
ENSSHAG00000006032	ENSSHAG00000006032.1	GL867601.1	199661	204674		BRS3
ENSSHAG00000006033	ENSSHAG00000006033.1	GL841342.1	199707	245101		ALDH5A1
ENSSHAG00000006034	ENSSHAG00000006034.1	GL864899.1	199723	201251		
ENSSHAG00000006035	ENSSHAG00000006035.1	GL841423.1	199837	204238		CIRBP
ENSSHAG00000006036	ENSSHAG00000006036.1	GL849579.1	199871	227073		TMEM39A
ENSSHAG00000006037	ENSSHAG00000006037.1	GL850324.1	199964	217781		
ENSSHAG00000006038	ENSSHAG00000006038.1	GL856853.1	199972	206578		JMJD6
ENSSHAG00000006039	ENSSHAG00000006039.1	GL834651.1	199983	230713		SLC12A5
ENSSHAG00000006040	ENSSHAG00000006040.1	GL841406.1	200027	203662		
ENSSHAG00000006041	ENSSHAG00000006041.1	GL841453.1	200080	224981		ANKRD13A
ENSSHAG00000006042	ENSSHAG00000006042.1	GL856826.1	200144	204671		
ENSSHAG00000006043	ENSSHAG00000006043.1	GL834493.1	200159	201097		OR4K13
ENSSHAG00000006044	ENSSHAG00000006044.1	GL834527.1	200211	286682		ASB2
ENSSHAG00000006045	ENSSHAG00000006045.1	GL834769.1	200213	210917		ZNF276
ENSSHAG00000006046	ENSSHAG00000006046.1	GL841442.1	200219	275081		WDR66
ENSSHAG00000006047	ENSSHAG00000006047.1	GL849776.1	200307	223814		
ENSSHAG00000006048	ENSSHAG00000006048.1	GL834673.1	200319	239507		ADCY3
ENSSHAG00000006049	ENSSHAG00000006049.1	GL834962.1	200319	201512		
ENSSHAG00000006050	ENSSHAG00000006050.1	GL841417.1	200413	214985		
ENSSHAG00000006051	ENSSHAG00000006051.1	GL849767.1	200573	202352		
ENSSHAG00000006052	ENSSHAG00000006052.1	GL850033.1	200637	201559		
ENSSHAG00000006053	ENSSHAG00000006053.1	GL834957.1	200668	275746		
ENSSHAG00000006054	ENSSHAG00000006054.1	GL861871.1	200669	224324		
ENSSHAG00000006055	ENSSHAG00000006055.1	GL841296.1	200674	246733		CAPSL
ENSSHAG00000006056	ENSSHAG00000006056.1	GL867629.1	200676	201785		
ENSSHAG00000006057	ENSSHAG00000006057.1	GL834702.1	200744	439178		ANTXR1
ENSSHAG00000006058	ENSSHAG00000006058.1	GL834498.1	200778	207120		CIDEB
ENSSHAG00000006059	ENSSHAG00000006059.1	GL841402.1	200816	206783		
ENSSHAG00000006060	ENSSHAG00000006060.1	GL834822.1	200854	201306		
ENSSHAG00000006061	ENSSHAG00000006061.1	GL864964.1	201027	208095		
ENSSHAG00000006062	ENSSHAG00000006062.1	GL834582.1	201082	232589		PLD4
ENSSHAG00000006063	ENSSHAG00000006063.1	GL867583.1	201187	207845		RENBP
ENSSHAG00000006064	ENSSHAG00000006064.1	GL856969.1	201218	201379		
ENSSHAG00000006065	ENSSHAG00000006065.1	GL849780.1	201261	208032		SMPD1
ENSSHAG00000006066	ENSSHAG00000006066.1	GL841615.1	201402	201833		
ENSSHAG00000006067	ENSSHAG00000006067.1	GL841440.1	201444	208343		
ENSSHAG00000006068	ENSSHAG00000006068.1	GL842304.1	201551	220062		DNASE1L3
ENSSHAG00000006069	ENSSHAG00000006069.1	GL849697.1	201585	302694		XPO4
ENSSHAG00000006070	ENSSHAG00000006070.1	GL856951.1	201604	261580		SLC2A12
ENSSHAG00000006071	ENSSHAG00000006071.1	GL834508.1	201652	438420		
ENSSHAG00000006072	ENSSHAG00000006072.1	GL864751.1	201707	236113		CNOT6L
ENSSHAG00000006073	ENSSHAG00000006073.1	GL856860.1	201732	202790		
ENSSHAG00000006074	ENSSHAG00000006074.1	GL834477.1	201760	481239		MCTP2
ENSSHAG00000006075	ENSSHAG00000006075.1	GL864875.1	201760	243681		NELFA
ENSSHAG00000006076	ENSSHAG00000006076.1	GL849833.1	201865	206100		
ENSSHAG00000006077	ENSSHAG00000006077.1	GL834853.1	201923	251741		
ENSSHAG00000006078	ENSSHAG00000006078.1	GL856846.1	201940	212870		
ENSSHAG00000006079	ENSSHAG00000006079.1	GL849761.1	201985	206149		
ENSSHAG00000006080	ENSSHAG00000006080.1	GL841617.1	202043	206578		GLT8D1
ENSSHAG00000006081	ENSSHAG00000006081.1	GL834496.1	202481	203751		
ENSSHAG00000006082	ENSSHAG00000006082.1	GL841268.1	202491	236651		DSG4
ENSSHAG00000006083	ENSSHAG00000006083.1	GL856837.1	202521	203804		KCNJ2
ENSSHAG00000006084	ENSSHAG00000006084.1	GL834603.1	202668	251783		LARS
ENSSHAG00000006085	ENSSHAG00000006085.1	GL841316.1	202717	383140		RAB31
ENSSHAG00000006086	ENSSHAG00000006086.1	GL856950.1	202740	203777		
ENSSHAG00000006087	ENSSHAG00000006087.1	GL850423.1	202857	208416		FBXO39
ENSSHAG00000006088	ENSSHAG00000006088.1	GL864788.1	203229	238166		CYP4V2
ENSSHAG00000006089	ENSSHAG00000006089.1	GL856875.1	203362	210016		RXRB
ENSSHAG00000006090	ENSSHAG00000006090.1	GL849706.1	203379	404381		STARD13
ENSSHAG00000006091	ENSSHAG00000006091.1	GL849721.1	203484	239671		
ENSSHAG00000006092	ENSSHAG00000006092.1	GL834506.1	203488	226130		EMC7
ENSSHAG00000006093	ENSSHAG00000006093.1	GL849791.1	203530	240906		
ENSSHAG00000006094	ENSSHAG00000006094.1	GL849775.1	203555	204526		
ENSSHAG00000006095	ENSSHAG00000006095.1	GL834776.1	203570	228526		PDPR
ENSSHAG00000006096	ENSSHAG00000006096.1	GL849534.1	203749	249582		CHAF1B
ENSSHAG00000006097	ENSSHAG00000006097.1	GL834490.1	203799	422432		LIPC
ENSSHAG00000006098	ENSSHAG00000006098.1	GL864847.1	203882	296898		
ENSSHAG00000006099	ENSSHAG00000006099.1	GL849789.1	203921	221368		
ENSSHAG00000006100	ENSSHAG00000006100.1	GL834763.1	203936	210254		NUTF2
ENSSHAG00000006101	ENSSHAG00000006101.1	GL850232.1	203998	205460		
ENSSHAG00000006102	ENSSHAG00000006102.1	GL861565.1	204024	254234		
ENSSHAG00000006103	ENSSHAG00000006103.1	GL867618.1	204050	213938		AWAT1
ENSSHAG00000006104	ENSSHAG00000006104.1	GL834654.1	204234	237044		ADAMTS13
ENSSHAG00000006105	ENSSHAG00000006105.1	GL834849.1	204431	211111		
ENSSHAG00000006106	ENSSHAG00000006106.1	GL841538.1	204437	211510		UBFD1
ENSSHAG00000006107	ENSSHAG00000006107.1	GL856992.1	204479	213227		SLC16A1
ENSSHAG00000006108	ENSSHAG00000006108.1	GL856963.1	204498	205010		SAMD5
ENSSHAG00000006109	ENSSHAG00000006109.1	GL849932.1	204631	209345		TMEM150B
ENSSHAG00000006110	ENSSHAG00000006110.1	GL856731.1	204830	307192		PKN2
ENSSHAG00000006111	ENSSHAG00000006111.1	GL856828.1	204854	208066		PNPO
ENSSHAG00000006112	ENSSHAG00000006112.1	GL861544.1	205062	206278		
ENSSHAG00000006113	ENSSHAG00000006113.1	GL849784.1	205097	208840		
ENSSHAG00000006114	ENSSHAG00000006114.1	GL864779.1	205121	330213		ELOVL6
ENSSHAG00000006115	ENSSHAG00000006115.1	GL841579.1	205157	219737		ELP6
ENSSHAG00000006116	ENSSHAG00000006116.1	GL849906.1	205205	250423		CPB1
ENSSHAG00000006117	ENSSHAG00000006117.1	GL867571.1	205268	211705		
ENSSHAG00000006118	ENSSHAG00000006118.1	GL842326.1	205285	212019		
ENSSHAG00000006119	ENSSHAG00000006119.1	GL841436.1	205502	239457		GNA11
ENSSHAG00000006120	ENSSHAG00000006120.1	GL861654.1	205502	215411		
ENSSHAG00000006121	ENSSHAG00000006121.1	GL856938.1	205585	343930		REV3L
ENSSHAG00000006122	ENSSHAG00000006122.1	GL834728.1	205669	302972		
ENSSHAG00000006123	ENSSHAG00000006123.1	GL834483.1	205793	310949		OTUD7A
ENSSHAG00000006124	ENSSHAG00000006124.1	GL834645.1	205850	210243		TSHZ3
ENSSHAG00000006125	ENSSHAG00000006125.1	GL864752.1	206298	327660		SEPTIN11
ENSSHAG00000006126	ENSSHAG00000006126.1	GL850271.1	206385	207107		
ENSSHAG00000006127	ENSSHAG00000006127.1	GL841495.1	206698	232108		LYRM1
ENSSHAG00000006128	ENSSHAG00000006128.1	GL856810.1	206799	207740		
ENSSHAG00000006129	ENSSHAG00000006129.1	GL849597.1	206873	244747		LIMS2
ENSSHAG00000006130	ENSSHAG00000006130.1	GL856824.1	206919	224437		DHX58
ENSSHAG00000006131	ENSSHAG00000006131.1	GL856831.1	207087	247082		MRC2
ENSSHAG00000006132	ENSSHAG00000006132.1	GL834482.1	207125	222314		SELENOS
ENSSHAG00000006133	ENSSHAG00000006133.1	GL850041.1	207164	407197		USP25
ENSSHAG00000006134	ENSSHAG00000006134.1	GL857000.1	207231	224904		LIG3
ENSSHAG00000006135	ENSSHAG00000006135.1	GL841187.1	207232	319421		MCC
ENSSHAG00000006136	ENSSHAG00000006136.1	GL864852.1	207244	342417		PDS5A
ENSSHAG00000006137	ENSSHAG00000006137.1	GL841438.1	207245	208186		
ENSSHAG00000006138	ENSSHAG00000006138.1	GL841563.1	207268	256436		
ENSSHAG00000006139	ENSSHAG00000006139.1	GL856806.1	207359	224649		
ENSSHAG00000006140	ENSSHAG00000006140.1	GL849544.1	207367	208686		NYX
ENSSHAG00000006141	ENSSHAG00000006141.1	GL841617.1	207587	216965		GNL3
ENSSHAG00000006142	ENSSHAG00000006142.1	GL849654.1	207600	208541		
ENSSHAG00000006143	ENSSHAG00000006143.1	GL849705.1	207721	669559		
ENSSHAG00000006144	ENSSHAG00000006144.1	GL835007.1	207785	216022		TMEM18
ENSSHAG00000006145	ENSSHAG00000006145.1	GL834495.1	207873	248300		
ENSSHAG00000006146	ENSSHAG00000006146.1	GL856879.1	207904	355171		ANKS1A
ENSSHAG00000006147	ENSSHAG00000006147.1	GL861590.1	207954	327851		KITLG
ENSSHAG00000006148	ENSSHAG00000006148.1	GL841160.1	208132	263647		PLPP1
ENSSHAG00000006149	ENSSHAG00000006149.1	GL841303.1	208221	234880		
ENSSHAG00000006150	ENSSHAG00000006150.1	GL865048.1	208243	219871		
ENSSHAG00000006151	ENSSHAG00000006151.1	GL861666.1	208340	291517		SSPO
ENSSHAG00000006152	ENSSHAG00000006152.1	GL864876.1	208423	315485		MAEA
ENSSHAG00000006153	ENSSHAG00000006153.1	GL841150.1	208506	209129		C5orf30
ENSSHAG00000006154	ENSSHAG00000006154.1	GL841402.1	208519	217670		RGL3
ENSSHAG00000006155	ENSSHAG00000006155.1	GL841441.1	208819	234700		BRAP
ENSSHAG00000006156	ENSSHAG00000006156.1	GL849780.1	208821	227331		APBB1
ENSSHAG00000006157	ENSSHAG00000006157.1	GL864870.1	209086	316951		TBC1D14
ENSSHAG00000006158	ENSSHAG00000006158.1	GL864903.1	209183	236819		STX3
ENSSHAG00000006159	ENSSHAG00000006159.1	GL864916.1	209204	307413		PPFIA1
ENSSHAG00000006160	ENSSHAG00000006160.1	GL856863.1	209236	224596		CAMTA2
