CHROM,CONTIG,OFFSET,CONTIG.ALT
Chr2,Chr2_supercontig_000001202,668248394,GL842343.1
Chr2,Chr2_supercontig_000001203,668268782,GL842344.1
Chr2,Chr2_supercontig_000001204,668356057,GL842345.1
Chr2,Chr2_supercontig_000001205,668429237,GL842346.1
Chr2,Chr2_supercontig_000001206,668442256,GL842347.1
Chr2,Chr2_supercontig_000001207,668458420,GL842348.1
Chr2,Chr2_supercontig_000001208,668553454,GL842349.1
Chr2,Chr2_supercontig_000001209,668587011,GL842350.1
Chr2,Chr2_supercontig_000001210,668608797,GL842351.1
Chr2,Chr2_supercontig_000001211,668734673,GL842352.1
Chr2,Chr2_supercontig_000001212,668835731,GL842353.1
Chr2,Chr2_supercontig_000001213,668994508,GL842354.1
Chr2,Chr2_supercontig_000001214,669136328,GL842355.1
Chr2,Chr2_supercontig_000001215,669165709,GL842356.1
Chr2,Chr2_supercontig_000001216,669197075,GL842357.1
Chr2,Chr2_supercontig_000001217,669250868,GL842358.1
Chr2,Chr2_supercontig_000001218,669395366,GL842359.1
Chr2,Chr2_supercontig_000001219,669454843,GL842360.1
Chr2,Chr2_supercontig_000001220,669594863,GL842361.1
Chr2,Chr2_supercontig_000001221,669700236,GL842362.1
Chr2,Chr2_supercontig_000001222,669746462,GL842363.1
Chr2,Chr2_supercontig_000001223,670017174,GL842364.1
Chr2,Chr2_supercontig_000001224,670055655,GL842365.1
Chr2,Chr2_supercontig_000001225,670112190,GL842366.1
Chr2,Chr2_supercontig_000001226,670155112,GL842367.1
Chr2,Chr2_supercontig_000001227,670218645,GL842368.1
Chr2,Chr2_supercontig_000001228,670238699,GL842369.1
Chr2,Chr2_supercontig_000001229,670293860,GL842370.1
Chr2,Chr2_supercontig_000001230,670404456,GL842371.1
Chr2,Chr2_supercontig_000001231,670496917,GL842372.1
Chr2,Chr2_supercontig_000001232,670550268,GL842373.1
Chr2,Chr2_supercontig_000001233,670599548,GL842374.1
Chr2,Chr2_supercontig_000001234,670653040,GL842375.1
Chr2,Chr2_supercontig_000001235,670681351,GL842376.1
Chr2,Chr2_supercontig_000001236,670798089,GL842377.1
Chr2,Chr2_supercontig_000001237,670895483,GL842378.1
Chr2,Chr2_supercontig_000001238,670912237,GL842379.1
Chr2,Chr2_supercontig_000001239,671015475,GL842380.1
Chr2,Chr2_supercontig_000001240,671066719,GL842381.1
Chr2,Chr2_supercontig_000001241,671095314,GL842382.1
Chr2,Chr2_supercontig_000001242,671165594,GL842383.1
Chr2,Chr2_supercontig_000001243,671222157,GL842384.1
Chr2,Chr2_supercontig_000001244,671252551,GL842385.1
Chr2,Chr2_supercontig_000001245,671318139,GL842386.1
Chr2,Chr2_supercontig_000001246,671341572,GL842387.1
Chr2,Chr2_supercontig_000001247,671474173,GL842388.1
Chr2,Chr2_supercontig_000001248,671518634,GL842389.1
Chr2,Chr2_supercontig_000001249,671619520,GL842390.1
Chr2,Chr2_supercontig_000001250,671716854,GL842391.1
Chr2,Chr2_supercontig_000001251,671791281,GL842392.1
Chr2,Chr2_supercontig_000001252,671847034,GL842393.1
Chr2,Chr2_supercontig_000001253,671886239,GL842394.1
Chr2,Chr2_supercontig_000001254,671914296,GL842395.1
Chr2,Chr2_supercontig_000001255,672082139,GL842396.1
Chr2,Chr2_supercontig_000001256,672132394,GL842397.1
Chr2,Chr2_supercontig_000001257,672184885,GL842398.1
Chr2,Chr2_supercontig_000001258,672236452,GL842399.1
Chr2,Chr2_supercontig_000001259,672342292,GL842400.1
Chr2,Chr2_supercontig_000001260,672431532,GL842401.1
Chr2,Chr2_supercontig_000001261,672462830,GL842402.1
Chr2,Chr2_supercontig_000001262,672515241,GL842403.1
Chr2,Chr2_supercontig_000001263,672575679,GL842404.1
Chr2,Chr2_supercontig_000001264,672608570,GL842405.1
Chr2,Chr2_supercontig_000001265,672709261,GL842406.1
Chr2,Chr2_supercontig_000001266,672732471,GL842407.1
Chr2,Chr2_supercontig_000001267,672773749,GL842408.1
Chr2,Chr2_supercontig_000001268,672810191,GL842409.1
Chr2,Chr2_supercontig_000001269,673000812,GL842410.1
Chr2,Chr2_supercontig_000001270,673085923,GL842411.1
Chr2,Chr2_supercontig_000001271,673109575,GL842412.1
Chr2,Chr2_supercontig_000001272,673116094,GL842413.1
Chr2,Chr2_supercontig_000001273,673249098,GL842414.1
Chr2,Chr2_supercontig_000001274,673316590,GL842415.1
Chr2,Chr2_supercontig_000001275,673390349,GL842416.1
Chr2,Chr2_supercontig_000001276,673555191,GL842417.1
Chr2,Chr2_supercontig_000001277,673585856,GL842418.1
Chr2,Chr2_supercontig_000001278,673599557,GL842419.1
Chr2,Chr2_supercontig_000001279,673740085,GL842420.1
Chr2,Chr2_supercontig_000001280,673757477,GL842421.1
Chr2,Chr2_supercontig_000001281,673795469,GL842422.1
Chr2,Chr2_supercontig_000001282,673847590,GL842423.1
Chr2,Chr2_supercontig_000001283,673922890,GL842424.1
Chr2,Chr2_supercontig_000001284,673977491,GL842425.1
Chr2,Chr2_supercontig_000001285,674024670,GL842426.1
Chr2,Chr2_supercontig_000001286,674076385,GL842427.1
Chr2,Chr2_supercontig_000001287,674147210,GL842428.1
Chr2,Chr2_supercontig_000001288,674178895,GL842429.1
Chr2,Chr2_supercontig_000001289,674192506,GL842430.1
Chr2,Chr2_supercontig_000001290,674256339,GL842431.1
Chr2,Chr2_supercontig_000001291,674300658,GL842432.1
Chr2,Chr2_supercontig_000001292,674400507,GL842433.1
Chr2,Chr2_supercontig_000001293,674425152,GL842434.1
Chr2,Chr2_supercontig_000001294,674522225,GL842435.1
Chr2,Chr2_supercontig_000001295,674724348,GL842436.1
Chr2,Chr2_supercontig_000001296,674753401,GL842437.1
Chr2,Chr2_supercontig_000001297,674866116,GL842438.1
Chr2,Chr2_supercontig_000001298,674869711,GL842439.1
Chr2,Chr2_supercontig_000001299,674913499,GL842440.1
Chr2,Chr2_supercontig_000001300,674992111,GL842441.1
Chr2,Chr2_supercontig_000001301,675049482,GL842442.1
Chr2,Chr2_supercontig_000001302,675088800,GL842443.1
Chr2,Chr2_supercontig_000001303,675093536,GL842444.1
Chr2,Chr2_supercontig_000001304,675120956,GL842445.1
Chr2,Chr2_supercontig_000001305,675139606,GL842446.1
Chr2,Chr2_supercontig_000001306,675237285,GL842447.1
Chr2,Chr2_supercontig_000001307,675410662,GL842448.1
Chr2,Chr2_supercontig_000001308,675418832,GL842449.1
Chr2,Chr2_supercontig_000001309,675478610,GL842450.1
Chr2,Chr2_supercontig_000001310,675498476,GL842451.1
Chr2,Chr2_supercontig_000001311,675528802,GL842452.1
Chr2,Chr2_supercontig_000001312,675708926,GL842453.1
Chr2,Chr2_supercontig_000001313,675824703,GL842454.1
Chr2,Chr2_supercontig_000001314,675849634,GL842455.1
Chr2,Chr2_supercontig_000001315,675893901,GL842456.1
Chr2,Chr2_supercontig_000001316,675981368,GL842457.1
Chr2,Chr2_supercontig_000001317,676068141,GL842458.1
Chr2,Chr2_supercontig_000001318,676076306,GL842459.1
Chr2,Chr2_supercontig_000001319,676141564,GL842460.1
Chr2,Chr2_supercontig_000001320,676224158,GL842461.1
Chr2,Chr2_supercontig_000001321,676271303,GL842462.1
Chr2,Chr2_supercontig_000001322,676345778,GL842463.1
Chr2,Chr2_supercontig_000001323,676377205,GL842464.1
Chr2,Chr2_supercontig_000001324,676411913,GL842465.1
Chr2,Chr2_supercontig_000001325,676463631,GL842466.1
Chr2,Chr2_supercontig_000001326,676507475,GL842467.1
Chr2,Chr2_supercontig_000001327,676537940,GL842468.1
Chr2,Chr2_supercontig_000001328,676811022,GL842469.1
Chr2,Chr2_supercontig_000001329,676848512,GL842470.1
Chr2,Chr2_supercontig_000001330,676908093,GL842471.1
Chr2,Chr2_supercontig_000001331,676948846,GL842472.1
Chr2,Chr2_supercontig_000001332,676977935,GL842473.1
Chr2,Chr2_supercontig_000001333,677044970,GL842474.1
Chr2,Chr2_supercontig_000001334,677155718,GL842475.1
Chr2,Chr2_supercontig_000001335,677219951,GL842476.1
Chr2,Chr2_supercontig_000001336,677232025,GL842477.1
Chr2,Chr2_supercontig_000001337,677259766,GL842478.1
Chr2,Chr2_supercontig_000001338,677276503,GL842479.1
Chr2,Chr2_supercontig_000001339,677371535,GL842480.1
Chr2,Chr2_supercontig_000001340,677445141,GL842481.1
Chr2,Chr2_supercontig_000001341,677511560,GL842482.1
Chr2,Chr2_supercontig_000001342,677543507,GL842483.1
Chr2,Chr2_supercontig_000001343,677550175,GL842484.1
Chr2,Chr2_supercontig_000001344,677658802,GL842485.1
Chr2,Chr2_supercontig_000001345,677726319,GL842486.1
Chr2,Chr2_supercontig_000001346,677783495,GL842487.1
Chr2,Chr2_supercontig_000001347,677795190,GL842488.1
Chr2,Chr2_supercontig_000001348,677867350,GL842489.1
Chr2,Chr2_supercontig_000001349,677891286,GL842490.1
Chr2,Chr2_supercontig_000001350,677929396,GL842491.1
Chr2,Chr2_supercontig_000001351,677961230,GL842492.1
Chr2,Chr2_supercontig_000001352,677984887,GL842493.1
Chr2,Chr2_supercontig_000001353,678020304,GL842494.1
Chr2,Chr2_supercontig_000001354,678043340,GL842495.1
Chr2,Chr2_supercontig_000001355,678282706,GL842496.1
Chr2,Chr2_supercontig_000001356,678306335,GL842497.1
Chr2,Chr2_supercontig_000001357,678353200,GL842498.1
Chr2,Chr2_supercontig_000001358,678399788,GL842499.1
Chr2,Chr2_supercontig_000001359,678516774,GL842500.1
Chr2,Chr2_supercontig_000001360,678568964,GL842501.1
Chr2,Chr2_supercontig_000001361,678634782,GL842502.1
Chr2,Chr2_supercontig_000001362,678699988,GL842503.1
Chr2,Chr2_supercontig_000001363,678764517,GL842504.1
Chr2,Chr2_supercontig_000001364,678792344,GL842505.1
Chr2,Chr2_supercontig_000001365,678840341,GL842506.1
Chr2,Chr2_supercontig_000001366,678926079,GL842507.1
Chr2,Chr2_supercontig_000001367,679007213,GL842508.1
Chr2,Chr2_supercontig_000001368,679047350,GL842509.1
Chr2,Chr2_supercontig_000001369,679125469,GL842510.1
Chr2,Chr2_supercontig_000001370,679256955,GL842511.1
Chr2,Chr2_supercontig_000001371,679296378,GL842512.1
Chr2,Chr2_supercontig_000001372,679379121,GL842513.1
Chr2,Chr2_supercontig_000001373,679502728,GL842514.1
Chr2,Chr2_supercontig_000001374,679532869,GL842515.1
Chr2,Chr2_supercontig_000001375,679578629,GL842516.1
Chr2,Chr2_supercontig_000001376,679596226,GL842517.1
Chr2,Chr2_supercontig_000001377,679629756,GL842518.1
Chr2,Chr2_supercontig_000001378,679644385,GL842519.1
Chr2,Chr2_supercontig_000001379,679670970,GL842520.1
Chr2,Chr2_supercontig_000001380,679676030,GL842521.1
Chr2,Chr2_supercontig_000001381,679708227,GL842522.1
Chr2,Chr2_supercontig_000001382,679741059,GL842523.1
Chr2,Chr2_supercontig_000001383,679755443,GL842524.1
Chr2,Chr2_supercontig_000001384,679853357,GL842525.1
Chr2,Chr2_supercontig_000001385,680041177,GL842526.1
Chr2,Chr2_supercontig_000001386,680135761,GL842527.1
Chr2,Chr2_supercontig_000001387,680292572,GL842528.1
Chr2,Chr2_supercontig_000001388,680320265,GL842529.1
Chr2,Chr2_supercontig_000001389,680394238,GL842530.1
Chr2,Chr2_supercontig_000001390,680487575,GL842531.1
Chr2,Chr2_supercontig_000001391,680502654,GL842532.1
Chr2,Chr2_supercontig_000001392,680567956,GL842533.1
Chr2,Chr2_supercontig_000001393,680611415,GL842534.1
Chr2,Chr2_supercontig_000001394,680662522,GL842535.1
Chr2,Chr2_supercontig_000001395,680696593,GL842536.1
Chr2,Chr2_supercontig_000001396,680863264,GL842537.1
Chr2,Chr2_supercontig_000001397,680885702,GL842538.1
Chr2,Chr2_supercontig_000001398,680931240,GL842539.1
Chr2,Chr2_supercontig_000001399,680993741,GL842540.1
Chr2,Chr2_supercontig_000001400,681084022,GL842541.1
Chr2,Chr2_supercontig_000001401,681130868,GL842542.1
Chr2,Chr2_supercontig_000001402,681147834,GL842543.1
Chr2,Chr2_supercontig_000001403,681195359,GL842544.1
Chr2,Chr2_supercontig_000001404,681289247,GL842545.1
Chr2,Chr2_supercontig_000001405,681392111,GL842546.1
Chr2,Chr2_supercontig_000001406,681451475,GL842547.1
Chr2,Chr2_supercontig_000001407,681511845,GL842548.1
Chr2,Chr2_supercontig_000001408,681563884,GL842549.1
Chr2,Chr2_supercontig_000001409,681610173,GL842550.1
Chr2,Chr2_supercontig_000001410,681646600,GL842551.1
Chr2,Chr2_supercontig_000001411,681667242,GL842552.1
Chr2,Chr2_supercontig_000001412,681683056,GL842553.1
Chr2,Chr2_supercontig_000001413,681718521,GL842554.1
Chr2,Chr2_supercontig_000001414,681767179,GL842555.1
Chr2,Chr2_supercontig_000001415,681821250,GL842556.1
Chr2,Chr2_supercontig_000001416,681838363,GL842557.1
Chr2,Chr2_supercontig_000001417,681862152,GL842558.1
Chr2,Chr2_supercontig_000001418,681923177,GL842559.1
Chr2,Chr2_supercontig_000001419,681986872,GL842560.1
Chr2,Chr2_supercontig_000001420,682147493,GL842561.1
Chr2,Chr2_supercontig_000001421,682188312,GL842562.1
Chr2,Chr2_supercontig_000001422,682286378,GL842563.1
Chr2,Chr2_supercontig_000001423,682303103,GL842564.1
Chr2,Chr2_supercontig_000001424,682309312,GL842565.1
Chr2,Chr2_supercontig_000001425,682344689,GL842566.1
Chr2,Chr2_supercontig_000001426,682375800,GL842567.1
Chr2,Chr2_supercontig_000001427,682409666,GL842568.1
Chr2,Chr2_supercontig_000001428,682424427,GL842569.1
Chr2,Chr2_supercontig_000001429,682434800,GL842570.1
Chr2,Chr2_supercontig_000001430,682444648,GL842571.1
Chr2,Chr2_supercontig_000001431,682688069,GL842572.1
Chr2,Chr2_supercontig_000001432,682722923,GL842573.1
Chr2,Chr2_supercontig_000001433,682770160,GL842574.1
Chr2,Chr2_supercontig_000001434,682803033,GL842575.1
Chr2,Chr2_supercontig_000001435,683001183,GL842576.1
Chr2,Chr2_supercontig_000001436,683244295,GL842577.1
Chr2,Chr2_supercontig_000001437,683271913,GL842578.1
Chr2,Chr2_supercontig_000001438,683303847,GL842579.1
Chr2,Chr2_supercontig_000001439,683365169,GL842580.1
Chr2,Chr2_supercontig_000001440,683395866,GL842581.1
Chr2,Chr2_supercontig_000001441,683405571,GL842582.1
Chr2,Chr2_supercontig_000001442,683443502,GL842583.1
Chr2,Chr2_supercontig_000001443,683471469,GL842584.1
Chr2,Chr2_supercontig_000001444,683564064,GL842585.1
Chr2,Chr2_supercontig_000001445,683620019,GL842586.1
Chr2,Chr2_supercontig_000001446,683687378,GL842587.1
Chr2,Chr2_supercontig_000001447,683829023,GL842588.1
Chr2,Chr2_supercontig_000001448,683905224,GL842589.1
Chr2,Chr2_supercontig_000001449,683941008,GL842590.1
Chr2,Chr2_supercontig_000001450,683943253,GL842591.1
Chr2,Chr2_supercontig_000001451,684007850,GL842592.1
Chr2,Chr2_supercontig_000001452,684035804,GL842593.1
Chr2,Chr2_supercontig_000001453,684088656,GL842594.1
Chr2,Chr2_supercontig_000001454,684121337,GL842595.1
Chr2,Chr2_supercontig_000001455,684150337,GL842596.1
Chr2,Chr2_supercontig_000001456,684184141,GL842597.1
Chr2,Chr2_supercontig_000001457,684236052,GL842598.1
Chr2,Chr2_supercontig_000001458,684301844,GL842599.1
Chr2,Chr2_supercontig_000001459,684401366,GL842600.1
Chr2,Chr2_supercontig_000001460,684424723,GL842601.1
Chr2,Chr2_supercontig_000001461,684468492,GL842602.1
Chr2,Chr2_supercontig_000001462,684500080,GL842603.1
Chr2,Chr2_supercontig_000001463,684565117,GL842604.1
Chr2,Chr2_supercontig_000001464,684656703,GL842605.1
Chr2,Chr2_supercontig_000001465,684693917,GL842606.1
Chr2,Chr2_supercontig_000001466,684791928,GL842607.1
Chr2,Chr2_supercontig_000001467,684848616,GL842608.1
Chr2,Chr2_supercontig_000001468,684927967,GL842609.1
Chr2,Chr2_supercontig_000001469,684969706,GL842610.1
Chr2,Chr2_supercontig_000001470,685007227,GL842611.1
Chr2,Chr2_supercontig_000001471,685072258,GL842612.1
Chr2,Chr2_supercontig_000001472,685209883,GL842613.1
Chr2,Chr2_supercontig_000001473,685262532,GL842614.1
Chr2,Chr2_supercontig_000001474,685434731,GL842615.1
Chr2,Chr2_supercontig_000001475,685514991,GL842616.1
Chr2,Chr2_supercontig_000001476,685577761,GL842617.1
Chr2,Chr2_supercontig_000001477,685624669,GL842618.1
Chr2,Chr2_supercontig_000001478,685679058,GL842619.1
Chr2,Chr2_supercontig_000001479,685787265,GL842620.1
Chr2,Chr2_supercontig_000001480,685807174,GL842621.1
Chr2,Chr2_supercontig_000001481,685843726,GL842622.1
Chr2,Chr2_supercontig_000001482,685875477,GL842623.1
Chr2,Chr2_supercontig_000001483,685997071,GL842624.1
Chr2,Chr2_supercontig_000001484,686036303,GL842625.1
Chr2,Chr2_supercontig_000001485,686108813,GL842626.1
Chr2,Chr2_supercontig_000001486,686214433,GL842627.1
Chr2,Chr2_supercontig_000001487,686338338,GL842628.1
Chr2,Chr2_supercontig_000001488,686382779,GL842629.1
Chr2,Chr2_supercontig_000001489,686679882,GL842630.1
Chr2,Chr2_supercontig_000001490,686710615,GL842631.1
Chr2,Chr2_supercontig_000001491,686757848,GL842632.1
Chr2,Chr2_supercontig_000001492,686776290,GL842633.1
Chr2,Chr2_supercontig_000001493,686806489,GL842634.1
Chr2,Chr2_supercontig_000001494,686867741,GL842635.1
Chr2,Chr2_supercontig_000001495,686942875,GL842636.1
Chr2,Chr2_supercontig_000001496,687007705,GL842637.1
Chr2,Chr2_supercontig_000001497,687066269,GL842638.1
Chr2,Chr2_supercontig_000001498,687230756,GL842639.1
Chr2,Chr2_supercontig_000001499,687289481,GL842640.1
Chr2,Chr2_supercontig_000001500,687394719,GL842641.1
Chr2,Chr2_supercontig_000001501,687407956,GL842642.1
Chr2,Chr2_supercontig_000001502,687459375,GL842643.1
Chr2,Chr2_supercontig_000001503,687477558,GL842644.1
Chr2,Chr2_supercontig_000001504,687516415,GL842645.1
Chr2,Chr2_supercontig_000001505,687550087,GL842646.1
Chr2,Chr2_supercontig_000001506,687580573,GL842647.1
Chr2,Chr2_supercontig_000001507,687672749,GL842648.1
Chr2,Chr2_supercontig_000001508,687705867,GL842649.1
Chr2,Chr2_supercontig_000001509,687795858,GL842650.1
Chr2,Chr2_supercontig_000001510,687835264,GL842651.1
Chr2,Chr2_supercontig_000001511,687934954,GL842652.1
Chr2,Chr2_supercontig_000001512,687963846,GL842653.1
Chr2,Chr2_supercontig_000001513,688032176,GL842654.1
Chr2,Chr2_supercontig_000001514,688088151,GL842655.1
Chr2,Chr2_supercontig_000001515,688146571,GL842656.1
Chr2,Chr2_supercontig_000001516,688151071,GL842657.1
Chr2,Chr2_supercontig_000001517,688189975,GL842658.1
Chr2,Chr2_supercontig_000001518,688248652,GL842659.1
Chr2,Chr2_supercontig_000001519,688294315,GL842660.1
Chr2,Chr2_supercontig_000001520,688336059,GL842661.1
Chr2,Chr2_supercontig_000001521,688374172,GL842662.1
Chr2,Chr2_supercontig_000001522,688408103,GL842663.1
Chr2,Chr2_supercontig_000001523,688439676,GL842664.1
Chr2,Chr2_supercontig_000001524,688553210,GL842665.1
Chr2,Chr2_supercontig_000001525,688562563,GL842666.1
Chr2,Chr2_supercontig_000001526,688670258,GL842667.1
Chr2,Chr2_supercontig_000001527,688720132,GL842668.1
Chr2,Chr2_supercontig_000001528,688782899,GL842669.1
Chr2,Chr2_supercontig_000001529,688824917,GL842670.1
Chr2,Chr2_supercontig_000001530,688849083,GL842671.1
Chr2,Chr2_supercontig_000001531,688900232,GL842672.1
Chr2,Chr2_supercontig_000001532,688959708,GL842673.1
Chr2,Chr2_supercontig_000001533,688979720,GL842674.1
Chr2,Chr2_supercontig_000001534,689085927,GL842675.1
Chr2,Chr2_supercontig_000001535,689159826,GL842676.1
Chr2,Chr2_supercontig_000001536,689175866,GL842677.1
Chr2,Chr2_supercontig_000001537,689255072,GL842678.1
Chr2,Chr2_supercontig_000001538,689354865,GL842679.1
Chr2,Chr2_supercontig_000001539,689403435,GL842680.1
Chr2,Chr2_supercontig_000001540,689611569,GL842681.1
Chr2,Chr2_supercontig_000001541,689642571,GL842682.1
Chr2,Chr2_supercontig_000001542,689713895,GL842683.1
Chr2,Chr2_supercontig_000001543,689751111,GL842684.1
Chr2,Chr2_supercontig_000001544,689792440,GL842685.1
Chr2,Chr2_supercontig_000001545,689863720,GL842686.1
Chr2,Chr2_supercontig_000001546,689928040,GL842687.1
Chr2,Chr2_supercontig_000001547,689936595,GL842688.1
Chr2,Chr2_supercontig_000001548,689956919,GL842689.1
Chr2,Chr2_supercontig_000001549,690093306,GL842690.1
Chr2,Chr2_supercontig_000001550,690130454,GL842691.1
Chr2,Chr2_supercontig_000001551,690208927,GL842692.1
Chr2,Chr2_supercontig_000001552,690355230,GL842693.1
Chr2,Chr2_supercontig_000001553,690368304,GL842694.1
Chr2,Chr2_supercontig_000001554,690399987,GL842695.1
Chr2,Chr2_supercontig_000001555,690441251,GL842696.1
Chr2,Chr2_supercontig_000001556,690497189,GL842697.1
Chr2,Chr2_supercontig_000001557,690543776,GL842698.1
Chr2,Chr2_supercontig_000001558,690574433,GL842699.1
Chr2,Chr2_supercontig_000001559,690602494,GL842700.1
Chr2,Chr2_supercontig_000001560,690669436,GL842701.1
Chr2,Chr2_supercontig_000001561,690722200,GL842702.1
Chr2,Chr2_supercontig_000001562,690779836,GL842703.1
Chr2,Chr2_supercontig_000001563,690848396,GL842704.1
Chr2,Chr2_supercontig_000001564,690915132,GL842705.1
Chr2,Chr2_supercontig_000001565,690955607,GL842706.1
Chr2,Chr2_supercontig_000001566,690984767,GL842707.1
Chr2,Chr2_supercontig_000001567,691017227,GL842708.1
Chr2,Chr2_supercontig_000001568,691072801,GL842709.1
Chr2,Chr2_supercontig_000001569,691160018,GL842710.1
Chr2,Chr2_supercontig_000001570,691269473,GL842711.1
Chr2,Chr2_supercontig_000001571,691293933,GL842712.1
Chr2,Chr2_supercontig_000001572,691306651,GL842713.1
Chr2,Chr2_supercontig_000001573,691350018,GL842714.1
Chr2,Chr2_supercontig_000001574,691365482,GL842715.1
Chr2,Chr2_supercontig_000001575,691452537,GL842716.1
Chr2,Chr2_supercontig_000001576,691509564,GL842717.1
Chr2,Chr2_supercontig_000001577,691585747,GL842718.1
Chr2,Chr2_supercontig_000001578,691673484,GL842719.1
Chr2,Chr2_supercontig_000001579,691696846,GL842720.1
Chr2,Chr2_supercontig_000001580,691844134,GL842721.1
Chr2,Chr2_supercontig_000001581,691944890,GL842722.1
Chr2,Chr2_supercontig_000001582,692047595,GL842723.1
Chr2,Chr2_supercontig_000001583,692130969,GL842724.1
Chr2,Chr2_supercontig_000001584,692169773,GL842725.1
Chr2,Chr2_supercontig_000001585,692207233,GL842726.1
Chr2,Chr2_supercontig_000001586,692270937,GL842727.1
Chr2,Chr2_supercontig_000001587,692372213,GL842728.1
Chr2,Chr2_supercontig_000001588,692396272,GL842729.1
Chr2,Chr2_supercontig_000001589,692404583,GL842730.1
Chr2,Chr2_supercontig_000001590,692467711,GL842731.1
Chr2,Chr2_supercontig_000001591,692542432,GL842732.1
Chr2,Chr2_supercontig_000001592,692573476,GL842733.1
Chr2,Chr2_supercontig_000001593,692634588,GL842734.1
Chr2,Chr2_supercontig_000001594,692678648,GL842735.1
Chr2,Chr2_supercontig_000001595,692741564,GL842736.1
Chr2,Chr2_supercontig_000001596,692829693,GL842737.1
Chr2,Chr2_supercontig_000001597,692870472,GL842738.1
Chr2,Chr2_supercontig_000001598,692881095,GL842739.1
Chr2,Chr2_supercontig_000001599,692935716,GL842740.1
Chr2,Chr2_supercontig_000001600,692986049,GL842741.1
Chr2,Chr2_supercontig_000001601,693012903,GL842742.1
Chr2,Chr2_supercontig_000001602,693067078,GL842743.1
Chr2,Chr2_supercontig_000001603,693093408,GL842744.1
Chr2,Chr2_supercontig_000001604,693129114,GL842745.1
Chr2,Chr2_supercontig_000001605,693183182,GL842746.1
Chr2,Chr2_supercontig_000001606,693240844,GL842747.1
Chr2,Chr2_supercontig_000001607,693252299,GL842748.1
Chr2,Chr2_supercontig_000001608,693259699,GL842749.1
Chr2,Chr2_supercontig_000001609,693329648,GL842750.1
Chr2,Chr2_supercontig_000001610,693422226,GL842751.1
Chr2,Chr2_supercontig_000001611,693465984,GL842752.1
Chr2,Chr2_supercontig_000001612,693502774,GL842753.1
Chr2,Chr2_supercontig_000001613,693538170,GL842754.1
Chr2,Chr2_supercontig_000001614,693600856,GL842755.1
Chr2,Chr2_supercontig_000001615,693617967,GL842756.1
Chr2,Chr2_supercontig_000001616,693708541,GL842757.1
Chr2,Chr2_supercontig_000001617,693756885,GL842758.1
Chr2,Chr2_supercontig_000001618,693758772,GL842759.1
Chr2,Chr2_supercontig_000001619,693790772,GL842760.1
Chr2,Chr2_supercontig_000001620,693816016,GL842761.1
Chr2,Chr2_supercontig_000001621,693881180,GL842762.1
Chr2,Chr2_supercontig_000001622,693930770,GL842763.1
Chr2,Chr2_supercontig_000001623,693975031,GL842764.1
Chr2,Chr2_supercontig_000001624,693988457,GL842765.1
Chr2,Chr2_supercontig_000001625,694048176,GL842766.1
Chr2,Chr2_supercontig_000001626,694122752,GL842767.1
Chr2,Chr2_supercontig_000001627,694163078,GL842768.1
Chr2,Chr2_supercontig_000001628,694176916,GL842769.1
Chr2,Chr2_supercontig_000001629,694241862,GL842770.1
Chr2,Chr2_supercontig_000001630,694281938,GL842771.1
Chr2,Chr2_supercontig_000001631,694303544,GL842772.1
Chr2,Chr2_supercontig_000001632,694323083,GL842773.1
Chr2,Chr2_supercontig_000001633,694361480,GL842774.1
Chr2,Chr2_supercontig_000001634,694417419,GL842775.1
Chr2,Chr2_supercontig_000001635,694482702,GL842776.1
Chr2,Chr2_supercontig_000001636,694511258,GL842777.1
Chr2,Chr2_supercontig_000001637,694555208,GL842778.1
Chr2,Chr2_supercontig_000001638,694603264,GL842779.1
Chr2,Chr2_supercontig_000001639,694652968,GL842780.1
Chr2,Chr2_supercontig_000001640,694676710,GL842781.1
Chr2,Chr2_supercontig_000001641,694719197,GL842782.1
Chr2,Chr2_supercontig_000001642,694743712,GL842783.1
Chr2,Chr2_supercontig_000001643,694773396,GL842784.1
Chr2,Chr2_supercontig_000001644,694800017,GL842785.1
Chr2,Chr2_supercontig_000001645,694887549,GL842786.1
Chr2,Chr2_supercontig_000001646,694902444,GL842787.1
Chr2,Chr2_supercontig_000001647,694923925,GL842788.1
Chr2,Chr2_supercontig_000001648,694961601,GL842789.1
Chr2,Chr2_supercontig_000001649,695058872,GL842790.1
Chr2,Chr2_supercontig_000001650,695088746,GL842791.1
Chr2,Chr2_supercontig_000001651,695103143,GL842792.1
Chr2,Chr2_supercontig_000001652,695182102,GL842793.1
Chr2,Chr2_supercontig_000001653,695195809,GL842794.1
Chr2,Chr2_supercontig_000001654,695264129,GL842795.1
Chr2,Chr2_supercontig_000001655,695337050,GL842796.1
Chr2,Chr2_supercontig_000001656,695358872,GL842797.1
Chr2,Chr2_supercontig_000001657,695425715,GL842798.1
Chr2,Chr2_supercontig_000001658,695499109,GL842799.1
Chr2,Chr2_supercontig_000001659,695527011,GL842800.1
Chr2,Chr2_supercontig_000001660,695544169,GL842801.1
Chr2,Chr2_supercontig_000001661,695601031,GL842802.1
Chr2,Chr2_supercontig_000001662,695619737,GL842803.1
Chr2,Chr2_supercontig_000001663,695659633,GL842804.1
Chr2,Chr2_supercontig_000001664,695756783,GL842805.1
Chr2,Chr2_supercontig_000001665,695760557,GL842806.1
Chr2,Chr2_supercontig_000001666,695831954,GL842807.1
